"","year","state","area","population","actual_rate","report_type","crime_type","number"
"47",2003,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",308.2
"48",2003,"DELAWARE","Metropolitan Statistical Area",651493,1,"Area actually reporting","violent_crime",4430
"49",2003,"DELAWARE","Cities outside metropolitan areas",38608,1,"Area actually reporting","violent_crime",340
"50",2003,"DELAWARE","Nonmetropolitan counties",127390,1,"Area actually reporting","violent_crime",609
"51",2003,"DELAWARE","State Total",817491,99,"total","violent_crime",5379
"52",2003,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",658
"53",2003,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",563384,1,"Area actually reporting","violent_crime",9060
"54",2003,"DISTRICT OF COLUMBIA","Total",563384,99,"total","violent_crime",9060
"55",2003,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1608.1
"56",2003,"FLORIDA","Metropolitan Statistical Area",15959074,0.999,"Area actually reporting","violent_crime",118630
"57",2003,"FLORIDA","Metropolitan Statistical Area",15959074,1,"Estimated total","violent_crime",118659
"58",2003,"FLORIDA","Cities outside metropolitan areas",196937,0.992,"Area actually reporting","violent_crime",1746
"59",2003,"FLORIDA","Cities outside metropolitan areas",196937,1,"Estimated total","violent_crime",1761
"60",2003,"FLORIDA","Nonmetropolitan counties",863057,1,"Area actually reporting","violent_crime",3860
"61",2003,"FLORIDA","State Total",17019068,99,"total","violent_crime",124280
"62",2003,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",730.2
"63",2003,"GEORGIA","Metropolitan Statistical Area",6964510,0.971,"Area actually reporting","violent_crime",31989
"64",2003,"GEORGIA","Metropolitan Statistical Area",6964510,1,"Estimated total","violent_crime",32721
"65",2003,"GEORGIA","Cities outside metropolitan areas",642357,0.851,"Area actually reporting","violent_crime",3511
"66",2003,"GEORGIA","Cities outside metropolitan areas",642357,1,"Estimated total","violent_crime",4127
"67",2003,"GEORGIA","Nonmetropolitan counties",1077848,0.874,"Area actually reporting","violent_crime",2251
"68",2003,"GEORGIA","Nonmetropolitan counties",1077848,1,"Estimated total","violent_crime",2574
"69",2003,"GEORGIA","State Total",8684715,99,"total","violent_crime",39422
"70",2003,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",453.9
"71",2003,"HAWAII","Metropolitan Statistical Area",905301,1,"Area actually reporting","violent_crime",2606
"72",2003,"HAWAII","Nonmetropolitan counties",352307,1,"Area actually reporting","violent_crime",794
"73",2003,"HAWAII","State Total",1257608,99,"total","violent_crime",3400
"74",2003,"HAWAII","State Total",1e+05,99,"rate","violent_crime",270.4
"75",2003,"IDAHO","Metropolitan Statistical Area",864948,0.99,"Area actually reporting","violent_crime",2354
"76",2003,"IDAHO","Metropolitan Statistical Area",864948,1,"Estimated total","violent_crime",2370
"77",2003,"IDAHO","Cities outside metropolitan areas",212578,0.977,"Area actually reporting","violent_crime",491
"78",2003,"IDAHO","Cities outside metropolitan areas",212578,1,"Estimated total","violent_crime",502
"79",2003,"IDAHO","Nonmetropolitan counties",288806,0.984,"Area actually reporting","violent_crime",437
"80",2003,"IDAHO","Nonmetropolitan counties",288806,1,"Estimated total","violent_crime",444
"81",2003,"IDAHO","State Total",1366332,99,"total","violent_crime",3316
"82",2003,"IDAHO","State Total",1e+05,99,"rate","violent_crime",242.7
"83",2003,"ILLINOIS","State Total",12653544,99,"total","violent_crime",70456
"84",2003,"ILLINOIS","State Total",1e+05,99,"rate","violent_crime",556.8
"85",2003,"INDIANA","Metropolitan Statistical Area",4790924,0.912,"Area actually reporting","violent_crime",18489
"86",2003,"INDIANA","Metropolitan Statistical Area",4790924,1,"Estimated total","violent_crime",19314
"87",2003,"INDIANA","Cities outside metropolitan areas",507223,0.868,"Area actually reporting","violent_crime",978
"88",2003,"INDIANA","Cities outside metropolitan areas",507223,1,"Estimated total","violent_crime",1126
"89",2003,"INDIANA","Nonmetropolitan counties",897496,0.594,"Area actually reporting","violent_crime",841
"90",2003,"INDIANA","Nonmetropolitan counties",897496,1,"Estimated total","violent_crime",1416
"91",2003,"INDIANA","State Total",6195643,99,"total","violent_crime",21856
"92",2003,"INDIANA","State Total",1e+05,99,"rate","violent_crime",352.8
"93",2003,"IOWA","Metropolitan Statistical Area",1592457,0.986,"Area actually reporting","violent_crime",5734
"94",2003,"IOWA","Metropolitan Statistical Area",1592457,1,"Estimated total","violent_crime",5778
"95",2003,"IOWA","Cities outside metropolitan areas",594558,0.91,"Area actually reporting","violent_crime",1622
"96",2003,"IOWA","Cities outside metropolitan areas",594558,1,"Estimated total","violent_crime",1783
"97",2003,"IOWA","Nonmetropolitan counties",757047,0.993,"Area actually reporting","violent_crime",456
"98",2003,"IOWA","Nonmetropolitan counties",757047,1,"Estimated total","violent_crime",459
"99",2003,"IOWA","State Total",2944062,99,"total","violent_crime",8020
"100",2003,"IOWA","State Total",1e+05,99,"rate","violent_crime",272.4
"101",2003,"KANSAS","Metropolitan Statistical Area",1691995,0.967,"Area actually reporting","violent_crime",7559
"102",2003,"KANSAS","Metropolitan Statistical Area",1691995,1,"Estimated total","violent_crime",7737
"103",2003,"KANSAS","Cities outside metropolitan areas",605937,0.955,"Area actually reporting","violent_crime",2110
"104",2003,"KANSAS","Cities outside metropolitan areas",605937,1,"Estimated total","violent_crime",2210
"105",2003,"KANSAS","Nonmetropolitan counties",425575,0.973,"Area actually reporting","violent_crime",802
"106",2003,"KANSAS","Nonmetropolitan counties",425575,1,"Estimated total","violent_crime",824
"107",2003,"KANSAS","State Total",2723507,99,"total","violent_crime",10771
"108",2003,"KANSAS","State Total",1e+05,99,"rate","violent_crime",395.5
"109",2003,"KENTUCKY","State Total",4117827,99,"total","violent_crime",10777
"110",2003,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",261.7
"111",2003,"LOUISIANA","Metropolitan Statistical Area",3368338,0.979,"Area actually reporting","violent_crime",22398
"112",2003,"LOUISIANA","Metropolitan Statistical Area",3368338,1,"Estimated total","violent_crime",22799
"113",2003,"LOUISIANA","Cities outside metropolitan areas",420432,0.747,"Area actually reporting","violent_crime",2389
"114",2003,"LOUISIANA","Cities outside metropolitan areas",420432,1,"Estimated total","violent_crime",3197
"115",2003,"LOUISIANA","Nonmetropolitan counties",707564,0.885,"Area actually reporting","violent_crime",2713
"116",2003,"LOUISIANA","Nonmetropolitan counties",707564,1,"Estimated total","violent_crime",3066
"117",2003,"LOUISIANA","State Total",4496334,99,"total","violent_crime",29062
"118",2003,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",646.3
"119",2003,"MAINE","Metropolitan Statistical Area",757912,1,"Area actually reporting","violent_crime",874
"120",2003,"MAINE","Cities outside metropolitan areas",276145,1,"Area actually reporting","violent_crime",397
"121",2003,"MAINE","Nonmetropolitan counties",271671,1,"Area actually reporting","violent_crime",151
"122",2003,"MAINE","State Total",1305728,99,"total","violent_crime",1422
"123",2003,"MAINE","State Total",1e+05,99,"rate","violent_crime",108.9
"124",2003,"MARYLAND","Metropolitan Statistical Area",5223096,1,"Area actually reporting","violent_crime",37461
"125",2003,"MARYLAND","Cities outside metropolitan areas",73338,1,"Area actually reporting","violent_crime",632
"126",2003,"MARYLAND","Nonmetropolitan counties",212475,1,"Area actually reporting","violent_crime",685
"127",2003,"MARYLAND","State Total",5508909,99,"total","violent_crime",38778
"128",2003,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",703.9
"129",2003,"MASSACHUSETTS","Metropolitan Statistical Area",6400207,0.97,"Area actually reporting","violent_crime",29564
"130",2003,"MASSACHUSETTS","Metropolitan Statistical Area",6400207,1,"Estimated total","violent_crime",30122
"131",2003,"MASSACHUSETTS","Cities outside metropolitan areas",32237,0.871,"Area actually reporting","violent_crime",56
"132",2003,"MASSACHUSETTS","Cities outside metropolitan areas",32237,1,"Estimated total","violent_crime",74
"133",2003,"MASSACHUSETTS","Nonmetropolitan counties",978,1,"Area actually reporting","violent_crime",0
"134",2003,"MASSACHUSETTS","State Total",6433422,99,"total","violent_crime",30196
"135",2003,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",469.4
"136",2003,"MICHIGAN","Metropolitan Statistical Area",8213764,0.994,"Area actually reporting","violent_crime",47359
"137",2003,"MICHIGAN","Metropolitan Statistical Area",8213764,1,"Estimated total","violent_crime",47498
"138",2003,"MICHIGAN","Cities outside metropolitan areas",643814,0.919,"Area actually reporting","violent_crime",1414
"139",2003,"MICHIGAN","Cities outside metropolitan areas",643814,1,"Estimated total","violent_crime",1511
"140",2003,"MICHIGAN","Nonmetropolitan counties",1222407,0.975,"Area actually reporting","violent_crime",2452
"141",2003,"MICHIGAN","Nonmetropolitan counties",1222407,1,"Estimated total","violent_crime",2515
"142",2003,"MICHIGAN","State Total",10079985,99,"total","violent_crime",51524
"143",2003,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",511.2
"144",2003,"MINNESOTA","Metropolitan Statistical Area",3654803,0.943,"Area actually reporting","violent_crime",11001
"145",2003,"MINNESOTA","Metropolitan Statistical Area",3654803,1,"Estimated total","violent_crime",11315
"146",2003,"MINNESOTA","Cities outside metropolitan areas",548339,0.995,"Area actually reporting","violent_crime",1080
"147",2003,"MINNESOTA","Cities outside metropolitan areas",548339,1,"Estimated total","violent_crime",1086
"148",2003,"MINNESOTA","Nonmetropolitan counties",856233,1,"Area actually reporting","violent_crime",887
"149",2003,"MINNESOTA","State Total",5059375,99,"total","violent_crime",13288
"150",2003,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",262.6
"151",2003,"MISSISSIPPI","Metropolitan Statistical Area",1228282,0.816,"Area actually reporting","violent_crime",3999
"152",2003,"MISSISSIPPI","Metropolitan Statistical Area",1228282,1,"Estimated total","violent_crime",4505
"153",2003,"MISSISSIPPI","Cities outside metropolitan areas",604143,0.788,"Area actually reporting","violent_crime",2131
"154",2003,"MISSISSIPPI","Cities outside metropolitan areas",604143,1,"Estimated total","violent_crime",2706
"155",2003,"MISSISSIPPI","Nonmetropolitan counties",1048856,0.413,"Area actually reporting","violent_crime",895
"156",2003,"MISSISSIPPI","Nonmetropolitan counties",1048856,1,"Estimated total","violent_crime",2169
"157",2003,"MISSISSIPPI","State Total",2881281,99,"total","violent_crime",9380
"158",2003,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",325.5
"159",2003,"MISSOURI","Metropolitan Statistical Area",4161628,0.999,"Area actually reporting","violent_crime",22469
"160",2003,"MISSOURI","Metropolitan Statistical Area",4161628,1,"Estimated total","violent_crime",22478
"161",2003,"MISSOURI","Cities outside metropolitan areas",667620,1,"Area actually reporting","violent_crime",2450
"162",2003,"MISSOURI","Nonmetropolitan counties",875236,1,"Area actually reporting","violent_crime",2040
"163",2003,"MISSOURI","State Total",5704484,99,"total","violent_crime",26968
"164",2003,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",472.8
"165",2003,"MONTANA","Metropolitan Statistical Area",321651,0.879,"Area actually reporting","violent_crime",957
"166",2003,"MONTANA","Metropolitan Statistical Area",321651,1,"Estimated total","violent_crime",1033
"167",2003,"MONTANA","Cities outside metropolitan areas",180244,0.702,"Area actually reporting","violent_crime",650
"168",2003,"MONTANA","Cities outside metropolitan areas",180244,1,"Estimated total","violent_crime",927
"169",2003,"MONTANA","Nonmetropolitan counties",415726,0.7,"Area actually reporting","violent_crime",974
"170",2003,"MONTANA","Nonmetropolitan counties",415726,1,"Estimated total","violent_crime",1391
"171",2003,"MONTANA","State Total",917621,99,"total","violent_crime",3351
"172",2003,"MONTANA","State Total",1e+05,99,"rate","violent_crime",365.2
"173",2003,"NEBRASKA","Metropolitan Statistical Area",972426,0.981,"Area actually reporting","violent_crime",4071
"174",2003,"NEBRASKA","Metropolitan Statistical Area",972426,1,"Estimated total","violent_crime",4091
"175",2003,"NEBRASKA","Cities outside metropolitan areas",395801,0.893,"Area actually reporting","violent_crime",588
"176",2003,"NEBRASKA","Cities outside metropolitan areas",395801,1,"Estimated total","violent_crime",659
"177",2003,"NEBRASKA","Nonmetropolitan counties",371064,0.916,"Area actually reporting","violent_crime",253
"178",2003,"NEBRASKA","Nonmetropolitan counties",371064,1,"Estimated total","violent_crime",276
"179",2003,"NEBRASKA","State Total",1739291,99,"total","violent_crime",5026
"180",2003,"NEBRASKA","State Total",1e+05,99,"rate","violent_crime",289
"181",2003,"NEVADA","Metropolitan Statistical Area",2002686,1,"Area actually reporting","violent_crime",13117
"182",2003,"NEVADA","Cities outside metropolitan areas",43757,1,"Area actually reporting","violent_crime",116
"183",2003,"NEVADA","Nonmetropolitan counties",194711,1,"Area actually reporting","violent_crime",532
"184",2003,"NEVADA","State Total",2241154,99,"total","violent_crime",13765
"185",2003,"NEVADA","State Total",1e+05,99,"rate","violent_crime",614.2
"186",2003,"NEW HAMPSHIRE","Metropolitan Statistical Area",804274,0.853,"Area actually reporting","violent_crime",1262
"187",2003,"NEW HAMPSHIRE","Metropolitan Statistical Area",804274,1,"Estimated total","violent_crime",1393
"188",2003,"NEW HAMPSHIRE","Cities outside metropolitan areas",426204,0.661,"Area actually reporting","violent_crime",315
"189",2003,"NEW HAMPSHIRE","Cities outside metropolitan areas",426204,1,"Estimated total","violent_crime",477
"190",2003,"NEW HAMPSHIRE","Nonmetropolitan counties",57209,0.819,"Area actually reporting","violent_crime",38
"191",2003,"NEW HAMPSHIRE","Nonmetropolitan counties",57209,1,"Estimated total","violent_crime",46
"192",2003,"NEW HAMPSHIRE","State Total",1287687,99,"total","violent_crime",1916
"193",2003,"NEW HAMPSHIRE","State Total",1e+05,99,"rate","violent_crime",148.8
"194",2003,"NEW JERSEY","Metropolitan Statistical Area",8638396,1,"Area actually reporting","violent_crime",31599
"195",2003,"NEW JERSEY","State Total",8638396,99,"total","violent_crime",31599
"196",2003,"NEW JERSEY","State Total",1e+05,99,"rate","violent_crime",365.8
"197",2003,"NEW MEXICO","Metropolitan Statistical Area",1200062,0.88,"Area actually reporting","violent_crime",7758
"198",2003,"NEW MEXICO","Metropolitan Statistical Area",1200062,1,"Estimated total","violent_crime",8454
"199",2003,"NEW MEXICO","Cities outside metropolitan areas",397362,0.913,"Area actually reporting","violent_crime",3105
"200",2003,"NEW MEXICO","Cities outside metropolitan areas",397362,1,"Estimated total","violent_crime",3402
"201",2003,"NEW MEXICO","Nonmetropolitan counties",277190,0.705,"Area actually reporting","violent_crime",433
"202",2003,"NEW MEXICO","Nonmetropolitan counties",277190,1,"Estimated total","violent_crime",614
"203",2003,"NEW MEXICO","State Total",1874614,99,"total","violent_crime",12470
"204",2003,"NEW MEXICO","State Total",1e+05,99,"rate","violent_crime",665.2
"205",2003,"NEW YORK","Metropolitan Statistical Area",17630414,0.993,"Area actually reporting","violent_crime",85641
"206",2003,"NEW YORK","Metropolitan Statistical Area",17630414,1,"Estimated total","violent_crime",85872
"207",2003,"NEW YORK","Cities outside metropolitan areas",582644,0.9,"Area actually reporting","violent_crime",1328
"208",2003,"NEW YORK","Cities outside metropolitan areas",582644,1,"Estimated total","violent_crime",1475
"209",2003,"NEW YORK","Nonmetropolitan counties",977057,0.93,"Area actually reporting","violent_crime",1783
"210",2003,"NEW YORK","Nonmetropolitan counties",977057,1,"Estimated total","violent_crime",1918
"211",2003,"NEW YORK","State Total",19190115,99,"total","violent_crime",89265
"212",2003,"NEW YORK","State Total",1e+05,99,"rate","violent_crime",465.2
"213",2003,"NORTH CAROLINA","Metropolitan Statistical Area",5765063,0.98,"Area actually reporting","violent_crime",28614
"214",2003,"NORTH CAROLINA","Metropolitan Statistical Area",5765063,1,"Estimated total","violent_crime",28934
"215",2003,"NORTH CAROLINA","Cities outside metropolitan areas",815560,0.925,"Area actually reporting","violent_crime",4885
"216",2003,"NORTH CAROLINA","Cities outside metropolitan areas",815560,1,"Estimated total","violent_crime",5271
"217",2003,"NORTH CAROLINA","Nonmetropolitan counties",1826625,0.975,"Area actually reporting","violent_crime",3939
"218",2003,"NORTH CAROLINA","Nonmetropolitan counties",1826625,1,"Estimated total","violent_crime",4041
"219",2003,"NORTH CAROLINA","State Total",8407248,99,"total","violent_crime",38246
"220",2003,"NORTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",454.9
"221",2003,"NORTH DAKOTA","Metropolitan Statistical Area",286263,0.995,"Area actually reporting","violent_crime",253
"222",2003,"NORTH DAKOTA","Metropolitan Statistical Area",286263,1,"Estimated total","violent_crime",254
"223",2003,"NORTH DAKOTA","Cities outside metropolitan areas",141733,0.84,"Area actually reporting","violent_crime",140
"224",2003,"NORTH DAKOTA","Cities outside metropolitan areas",141733,1,"Estimated total","violent_crime",167
"225",2003,"NORTH DAKOTA","Nonmetropolitan counties",205841,0.816,"Area actually reporting","violent_crime",59
"226",2003,"NORTH DAKOTA","Nonmetropolitan counties",205841,1,"Estimated total","violent_crime",72
"227",2003,"NORTH DAKOTA","State Total",633837,99,"total","violent_crime",493
"228",2003,"NORTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",77.8
"229",2003,"OHIO","Metropolitan Statistical Area",9211400,0.902,"Area actually reporting","violent_crime",33940
"230",2003,"OHIO","Metropolitan Statistical Area",9211400,1,"Estimated total","violent_crime",35357
"231",2003,"OHIO","Cities outside metropolitan areas",834409,0.696,"Area actually reporting","violent_crime",1261
"232",2003,"OHIO","Cities outside metropolitan areas",834409,1,"Estimated total","violent_crime",1810
"233",2003,"OHIO","Nonmetropolitan counties",1389989,0.709,"Area actually reporting","violent_crime",664
"234",2003,"OHIO","Nonmetropolitan counties",1389989,1,"Estimated total","violent_crime",936
"235",2003,"OHIO","State Total",11435798,99,"total","violent_crime",38103
"236",2003,"OHIO","State Total",1e+05,99,"rate","violent_crime",333.2
"237",2003,"OKLAHOMA","Metropolitan Statistical Area",2212103,1,"Area actually reporting","violent_crime",13093
"238",2003,"OKLAHOMA","Cities outside metropolitan areas",696232,1,"Area actually reporting","violent_crime",3222
"239",2003,"OKLAHOMA","Nonmetropolitan counties",603197,1,"Area actually reporting","violent_crime",1443
"240",2003,"OKLAHOMA","State Total",3511532,99,"total","violent_crime",17758
"241",2003,"OKLAHOMA","State Total",1e+05,99,"rate","violent_crime",505.7
"242",2003,"OREGON","Metropolitan Statistical Area",2740172,0.99,"Area actually reporting","violent_crime",9033
"243",2003,"OREGON","Metropolitan Statistical Area",2740172,1,"Estimated total","violent_crime",9075
"244",2003,"OREGON","Cities outside metropolitan areas",371581,0.982,"Area actually reporting","violent_crime",956
"245",2003,"OREGON","Cities outside metropolitan areas",371581,1,"Estimated total","violent_crime",973
"246",2003,"OREGON","Nonmetropolitan counties",447843,0.904,"Area actually reporting","violent_crime",427
"247",2003,"OREGON","Nonmetropolitan counties",447843,1,"Estimated total","violent_crime",472
"248",2003,"OREGON","State Total",3559596,99,"total","violent_crime",10520
"249",2003,"OREGON","State Total",1e+05,99,"rate","violent_crime",295.5
"250",2003,"PENNSYLVANIA","Metropolitan Statistical Area",10391620,0.913,"Area actually reporting","violent_crime",43421
"251",2003,"PENNSYLVANIA","Metropolitan Statistical Area",10391620,1,"Estimated total","violent_crime",45463
"252",2003,"PENNSYLVANIA","Cities outside metropolitan areas",867466,0.739,"Area actually reporting","violent_crime",1763
"253",2003,"PENNSYLVANIA","Cities outside metropolitan areas",867466,1,"Estimated total","violent_crime",2386
"254",2003,"PENNSYLVANIA","Nonmetropolitan counties",1106369,1,"Area actually reporting","violent_crime",1367
"255",2003,"PENNSYLVANIA","State Total",12365455,99,"total","violent_crime",49216
"256",2003,"PENNSYLVANIA","State Total",1e+05,99,"rate","violent_crime",398
"257",2003,"PUERTO RICO","Metropolitan Statistical Area",3683868,1,"Area actually reporting","violent_crime",11614
"258",2003,"PUERTO RICO","Cities outside metropolitan areas",194664,1,"Area actually reporting","violent_crime",271
"259",2003,"PUERTO RICO","Total",3878532,99,"total","violent_crime",11885
"260",2003,"PUERTO RICO","Total",1e+05,99,"rate","violent_crime",306.4
"261",2003,"RHODE ISLAND","Metropolitan Statistical Area",1076164,1,"Area actually reporting","violent_crime",3050
"262",2003,"RHODE ISLAND","Nonmetropolitan counties",0,1,"Area actually reporting","violent_crime",24
"263",2003,"RHODE ISLAND","State Total",1076164,99,"total","violent_crime",3074
"264",2003,"RHODE ISLAND","State Total",1e+05,99,"rate","violent_crime",285.6
"265",2003,"SOUTH CAROLINA","Metropolitan Statistical Area",3112033,0.999,"Area actually reporting","violent_crime",24873
"266",2003,"SOUTH CAROLINA","Metropolitan Statistical Area",3112033,1,"Estimated total","violent_crime",24880
"267",2003,"SOUTH CAROLINA","Cities outside metropolitan areas",265266,0.995,"Area actually reporting","violent_crime",3275
"268",2003,"SOUTH CAROLINA","Cities outside metropolitan areas",265266,1,"Estimated total","violent_crime",3292
"269",2003,"SOUTH CAROLINA","Nonmetropolitan counties",769853,1,"Area actually reporting","violent_crime",4736
"270",2003,"SOUTH CAROLINA","State Total",4147152,99,"total","violent_crime",32908
"271",2003,"SOUTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",793.5
"272",2003,"SOUTH DAKOTA","Metropolitan Statistical Area",324249,0.971,"Area actually reporting","violent_crime",846
"273",2003,"SOUTH DAKOTA","Metropolitan Statistical Area",324249,1,"Estimated total","violent_crime",864
"274",2003,"SOUTH DAKOTA","Cities outside metropolitan areas",201164,0.911,"Area actually reporting","violent_crime",267
"275",2003,"SOUTH DAKOTA","Cities outside metropolitan areas",201164,1,"Estimated total","violent_crime",293
"276",2003,"SOUTH DAKOTA","Nonmetropolitan counties",238896,0.838,"Area actually reporting","violent_crime",140
"277",2003,"SOUTH DAKOTA","Nonmetropolitan counties",238896,1,"Estimated total","violent_crime",168
"278",2003,"SOUTH DAKOTA","State Total",764309,99,"total","violent_crime",1325
"279",2003,"SOUTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",173.4
"280",2003,"TENNESSEE","Metropolitan Statistical Area",4237335,1,"Area actually reporting","violent_crime",33347
"281",2003,"TENNESSEE","Cities outside metropolitan areas",578487,1,"Area actually reporting","violent_crime",3576
"282",2003,"TENNESSEE","Nonmetropolitan counties",1025926,1,"Area actually reporting","violent_crime",3254
"283",2003,"TENNESSEE","State Total",5841748,99,"total","violent_crime",40177
"284",2003,"TENNESSEE","State Total",1e+05,99,"rate","violent_crime",687.8
"285",2003,"TEXAS","Metropolitan Statistical Area",19139661,0.999,"Area actually reporting","violent_crime",112887
"286",2003,"TEXAS","Metropolitan Statistical Area",19139661,1,"Estimated total","violent_crime",112910
"287",2003,"TEXAS","Cities outside metropolitan areas",1373327,0.993,"Area actually reporting","violent_crime",5889
"288",2003,"TEXAS","Cities outside metropolitan areas",1373327,1,"Estimated total","violent_crime",5918
"289",2003,"TEXAS","Nonmetropolitan counties",1605521,1,"Area actually reporting","violent_crime",3373
"290",2003,"TEXAS","State Total",22118509,99,"total","violent_crime",122201
"291",2003,"TEXAS","State Total",1e+05,99,"rate","violent_crime",552.5
"292",2003,"UTAH","Metropolitan Statistical Area",2078616,0.981,"Area actually reporting","violent_crime",5317
"293",2003,"UTAH","Metropolitan Statistical Area",2078616,1,"Estimated total","violent_crime",5401
"294",2003,"UTAH","Cities outside metropolitan areas",128198,0.919,"Area actually reporting","violent_crime",226
"295",2003,"UTAH","Cities outside metropolitan areas",128198,1,"Estimated total","violent_crime",245
"296",2003,"UTAH","Nonmetropolitan counties",144653,0.943,"Area actually reporting","violent_crime",188
"297",2003,"UTAH","Nonmetropolitan counties",144653,1,"Estimated total","violent_crime",199
