"","year","state","area","population","actual_rate","report_type","crime_type","number"
"90",1999,"INDIANA","Rural",1120130,0.437,"Area actually reporting","violent_crime",1257
"91",1999,"INDIANA","Rural",1120130,1,"Estimated totals","violent_crime",2879
"92",1999,"INDIANA","State Total",5943000,99,"total","violent_crime",22261
"93",1999,"INDIANA","State Total",1e+05,99,"rate","violent_crime",374.6
"94",1999,"IOWA","Metropolitan Statistical Area",1280420,0.971,"Area actually reporting","violent_crime",5517
"95",1999,"IOWA","Metropolitan Statistical Area",1280420,1,"Estimated totals","violent_crime",5606
"96",1999,"IOWA","Cities outside metropolitan areas",693980,0.86,"Area actually reporting","violent_crime",1591
"97",1999,"IOWA","Cities outside metropolitan areas",693980,1,"Estimated totals","violent_crime",1850
"98",1999,"IOWA","Rural",894600,0.901,"Area actually reporting","violent_crime",520
"99",1999,"IOWA","Rural",894600,1,"Estimated totals","violent_crime",578
"100",1999,"IOWA","State Total",2869000,99,"total","violent_crime",8034
"101",1999,"IOWA","State Total",1e+05,99,"rate","violent_crime",280
"102",1999,"KANSAS","State Total",2654000,99,"total","violent_crime",10159
"103",1999,"KANSAS","State Total",1e+05,99,"rate","violent_crime",382.8
"104",1999,"KENTUCKY","State Total",3961000,99,"total","violent_crime",11908
"105",1999,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",300.6
"106",1999,"LOUISIANA","Metropolitan Statistical Area",3289135,0.99,"Area actually reporting","violent_crime",24836
"107",1999,"LOUISIANA","Metropolitan Statistical Area",3289135,1,"Estimated totals","violent_crime",25099
"108",1999,"LOUISIANA","Cities outside metropolitan areas",368696,0.848,"Area actually reporting","violent_crime",2684
"109",1999,"LOUISIANA","Cities outside metropolitan areas",368696,1,"Estimated totals","violent_crime",3166
"110",1999,"LOUISIANA","Rural",714169,0.905,"Area actually reporting","violent_crime",3408
"111",1999,"LOUISIANA","Rural",714169,1,"Estimated totals","violent_crime",3768
"112",1999,"LOUISIANA","State Total",4372000,99,"total","violent_crime",32033
"113",1999,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",732.7
"114",1999,"MAINE","Metropolitan Statistical Area",463765,1,"Area actually reporting","violent_crime",752
"115",1999,"MAINE","Cities outside metropolitan areas",429965,0.974,"Area actually reporting","violent_crime",477
"116",1999,"MAINE","Cities outside metropolitan areas",429965,1,"Estimated totals","violent_crime",489
"117",1999,"MAINE","Rural",359270,1,"Area actually reporting","violent_crime",165
"118",1999,"MAINE","State Total",1253000,99,"total","violent_crime",1406
"119",1999,"MAINE","State Total",1e+05,99,"rate","violent_crime",112.2
"120",1999,"MARYLAND","Metropolitan Statistical Area",4794973,0.864,"Area actually reporting","violent_crime",21562
"121",1999,"MARYLAND","Metropolitan Statistical Area",4794973,1,"Estimated totals","violent_crime",36476
"122",1999,"MARYLAND","Cities outside metropolitan areas",89311,1,"Area actually reporting","violent_crime",1094
"123",1999,"MARYLAND","Rural",287716,1,"Area actually reporting","violent_crime",877
"124",1999,"MARYLAND","State Total",5172000,99,"total","violent_crime",38447
"125",1999,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",743.4
"126",1999,"MASSACHUSETTS","Metropolitan Statistical Area",5875969,0.963,"Area actually reporting","violent_crime",31371
"127",1999,"MASSACHUSETTS","Metropolitan Statistical Area",5875969,1,"Estimated totals","violent_crime",32041
"128",1999,"MASSACHUSETTS","Cities outside metropolitan areas",288813,0.924,"Area actually reporting","violent_crime",1821
"129",1999,"MASSACHUSETTS","Cities outside metropolitan areas",288813,1,"Estimated totals","violent_crime",1970
"130",1999,"MASSACHUSETTS","Rural",10218,1,"Area actually reporting","violent_crime",12
"131",1999,"MASSACHUSETTS","State Total",6175000,99,"total","violent_crime",34023
"132",1999,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",551
"133",1999,"MICHIGAN","Metropolitan Statistical Area",8146937,0.973,"Area actually reporting","violent_crime",52347
"134",1999,"MICHIGAN","Metropolitan Statistical Area",8146937,1,"Estimated totals","violent_crime",53147
"135",1999,"MICHIGAN","Cities outside metropolitan areas",606958,0.877,"Area actually reporting","violent_crime",1060
"136",1999,"MICHIGAN","Cities outside metropolitan areas",606958,1,"Estimated totals","violent_crime",1207
"137",1999,"MICHIGAN","Rural",1110105,0.964,"Area actually reporting","violent_crime",2270
"138",1999,"MICHIGAN","Rural",1110105,1,"Estimated totals","violent_crime",2355
"139",1999,"MICHIGAN","State Total",9864000,99,"total","violent_crime",56709
"140",1999,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",574.9
"141",1999,"MINNESOTA","Metropolitan Statistical Area",3347894,1,"Area actually reporting","violent_crime",11238
"142",1999,"MINNESOTA","Cities outside metropolitan areas",535284,0.997,"Area actually reporting","violent_crime",937
"143",1999,"MINNESOTA","Cities outside metropolitan areas",535284,1,"Estimated totals","violent_crime",940
"144",1999,"MINNESOTA","Rural",892822,1,"Area actually reporting","violent_crime",907
"145",1999,"MINNESOTA","State Total",4776000,99,"total","violent_crime",13085
"146",1999,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",274
"147",1999,"MISSISSIPPI","Metropolitan Statistical Area",993288,0.751,"Area actually reporting","violent_crime",3696
"148",1999,"MISSISSIPPI","Metropolitan Statistical Area",993288,1,"Estimated totals","violent_crime",4080
"149",1999,"MISSISSIPPI","Cities outside metropolitan areas",637473,0.73,"Area actually reporting","violent_crime",2571
"150",1999,"MISSISSIPPI","Cities outside metropolitan areas",637473,1,"Estimated totals","violent_crime",3520
"151",1999,"MISSISSIPPI","Rural",1138239,0.377,"Area actually reporting","violent_crime",781
"152",1999,"MISSISSIPPI","Rural",1138239,1,"Estimated totals","violent_crime",2071
"153",1999,"MISSISSIPPI","State Total",2769000,99,"total","violent_crime",9671
"154",1999,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",349.3
"155",1999,"MISSOURI","Metropolitan Statistical Area",3717487,0.965,"Area actually reporting","violent_crime",22882
"156",1999,"MISSOURI","Metropolitan Statistical Area",3717487,1,"Estimated totals","violent_crime",23169
"157",1999,"MISSOURI","Cities outside metropolitan areas",509177,0.885,"Area actually reporting","violent_crime",2056
"158",1999,"MISSOURI","Cities outside metropolitan areas",509177,1,"Estimated totals","violent_crime",2325
"159",1999,"MISSOURI","Rural",1241336,0.511,"Area actually reporting","violent_crime",950
"160",1999,"MISSOURI","Rural",1241336,1,"Estimated totals","violent_crime",1859
"161",1999,"MISSOURI","State Total",5468000,99,"total","violent_crime",27353
"162",1999,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",500.2
"163",1999,"MONTANA","State Total",883000,99,"total","violent_crime",1823
"164",1999,"MONTANA","State Total",1e+05,99,"rate","violent_crime",206.5
"165",1999,"NEBRASKA","Metropolitan Statistical Area",864156,1,"Area actually reporting","violent_crime",6127
"166",1999,"NEBRASKA","Cities outside metropolitan areas",392151,0.991,"Area actually reporting","violent_crime",759
"167",1999,"NEBRASKA","Cities outside metropolitan areas",392151,1,"Estimated totals","violent_crime",766
"168",1999,"NEBRASKA","Rural",409693,0.982,"Area actually reporting","violent_crime",269
"169",1999,"NEBRASKA","Rural",409693,1,"Estimated totals","violent_crime",274
"170",1999,"NEBRASKA","State Total",1666000,99,"total","violent_crime",7167
"171",1999,"NEBRASKA","State Total",1e+05,99,"rate","violent_crime",430.2
"172",1999,"NEVADA","Metropolitan Statistical Area",1558040,1,"Area actually reporting","violent_crime",9553
"173",1999,"NEVADA","Cities outside metropolitan areas",51171,1,"Area actually reporting","violent_crime",141
"174",1999,"NEVADA","Rural",199789,1,"Area actually reporting","violent_crime",617
"175",1999,"NEVADA","State Total",1809000,99,"total","violent_crime",10311
"176",1999,"NEVADA","State Total",1e+05,99,"rate","violent_crime",570
"177",1999,"NEW HAMPSHIRE","State Total",1201000,99,"total","violent_crime",1159
"178",1999,"NEW HAMPSHIRE","State Total",1e+05,99,"rate","violent_crime",96.5
"179",1999,"NEW JERSEY","Metropolitan Statistical Area",8143000,1,"Area actually reporting","violent_crime",33540
"180",1999,"NEW JERSEY","State Total",8143000,99,"total","violent_crime",33540
"181",1999,"NEW JERSEY","State Total",1e+05,99,"rate","violent_crime",411.9
"182",1999,"NEW MEXICO","Metropolitan Statistical Area",993956,0.949,"Area actually reporting","violent_crime",8409
"183",1999,"NEW MEXICO","Metropolitan Statistical Area",993956,1,"Estimated totals","violent_crime",8705
"184",1999,"NEW MEXICO","Cities outside metropolitan areas",433330,0.78,"Area actually reporting","violent_crime",3147
"185",1999,"NEW MEXICO","Cities outside metropolitan areas",433330,1,"Estimated totals","violent_crime",4034
"186",1999,"NEW MEXICO","Rural",312714,0.742,"Area actually reporting","violent_crime",1322
"187",1999,"NEW MEXICO","Rural",312714,1,"Estimated totals","violent_crime",1781
"188",1999,"NEW MEXICO","State Total",1740000,99,"total","violent_crime",14520
"189",1999,"NEW MEXICO","State Total",1e+05,99,"rate","violent_crime",834.5
"190",1999,"NEW YORK","Metropolitan Statistical Area",16716076,0.86,"Area actually reporting","violent_crime",99836
"191",1999,"NEW YORK","Metropolitan Statistical Area",16716076,1,"Estimated totals","violent_crime",103653
"192",1999,"NEW YORK","Cities outside metropolitan areas",603765,0.959,"Area actually reporting","violent_crime",1569
"193",1999,"NEW YORK","Cities outside metropolitan areas",603765,1,"Estimated totals","violent_crime",1636
"194",1999,"NEW YORK","Rural",877159,1,"Area actually reporting","violent_crime",1858
"195",1999,"NEW YORK","State Total",18197000,99,"total","violent_crime",107147
"196",1999,"NEW YORK","State Total",1e+05,99,"rate","violent_crime",588.8
"197",1999,"NORTH CAROLINA","Metropolitan Statistical Area",5130439,0.992,"Area actually reporting","violent_crime",31016
"198",1999,"NORTH CAROLINA","Metropolitan Statistical Area",5130439,1,"Estimated totals","violent_crime",31222
"199",1999,"NORTH CAROLINA","Cities outside metropolitan areas",742033,0.962,"Area actually reporting","violent_crime",5371
"200",1999,"NORTH CAROLINA","Cities outside metropolitan areas",742033,1,"Estimated totals","violent_crime",5585
"201",1999,"NORTH CAROLINA","Rural",1778528,0.965,"Area actually reporting","violent_crime",4505
"202",1999,"NORTH CAROLINA","Rural",1778528,1,"Estimated totals","violent_crime",4667
"203",1999,"NORTH CAROLINA","State Total",7651000,99,"total","violent_crime",41474
"204",1999,"NORTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",542.1
"205",1999,"NORTH DAKOTA","Metropolitan Statistical Area",273503,0.994,"Area actually reporting","violent_crime",265
"206",1999,"NORTH DAKOTA","Metropolitan Statistical Area",273503,1,"Estimated totals","violent_crime",266
"207",1999,"NORTH DAKOTA","Cities outside metropolitan areas",145127,0.902,"Area actually reporting","violent_crime",95
"208",1999,"NORTH DAKOTA","Cities outside metropolitan areas",145127,1,"Estimated totals","violent_crime",105
"209",1999,"NORTH DAKOTA","Rural",215370,0.877,"Area actually reporting","violent_crime",47
"210",1999,"NORTH DAKOTA","Rural",215370,1,"Estimated totals","violent_crime",53
"211",1999,"NORTH DAKOTA","State Total",634000,99,"total","violent_crime",424
"212",1999,"NORTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",66.9
"213",1999,"OHIO","Metropolitan Statistical Area",9112444,0.781,"Area actually reporting","violent_crime",29784
"214",1999,"OHIO","Metropolitan Statistical Area",9112444,1,"Estimated totals","violent_crime",32770
"215",1999,"OHIO","Cities outside metropolitan areas",769181,0.631,"Area actually reporting","violent_crime",1020
"216",1999,"OHIO","Cities outside metropolitan areas",769181,1,"Estimated totals","violent_crime",1616
"217",1999,"OHIO","Rural",1375375,0.658,"Area actually reporting","violent_crime",810
"218",1999,"OHIO","Rural",1375375,1,"Estimated totals","violent_crime",1230
"219",1999,"OHIO","State Total",11257000,99,"total","violent_crime",35616
"220",1999,"OHIO","State Total",1e+05,99,"rate","violent_crime",316.4
"221",1999,"OKLAHOMA","Metropolitan Statistical Area",2030563,0.999,"Area actually reporting","violent_crime",12203
"222",1999,"OKLAHOMA","Metropolitan Statistical Area",2030563,1,"Estimated totals","violent_crime",12205
"223",1999,"OKLAHOMA","Cities outside metropolitan areas",677576,1,"Area actually reporting","violent_crime",3233
"224",1999,"OKLAHOMA","Rural",649861,1,"Area actually reporting","violent_crime",1628
"225",1999,"OKLAHOMA","State Total",3358000,99,"total","violent_crime",17066
"226",1999,"OKLAHOMA","State Total",1e+05,99,"rate","violent_crime",508.2
"227",1999,"OREGON","Metropolitan Statistical Area",2333200,0.998,"Area actually reporting","violent_crime",10508
"228",1999,"OREGON","Metropolitan Statistical Area",2333200,1,"Estimated totals","violent_crime",10517
"229",1999,"OREGON","Cities outside metropolitan areas",456613,0.988,"Area actually reporting","violent_crime",1096
"230",1999,"OREGON","Cities outside metropolitan areas",456613,1,"Estimated totals","violent_crime",1110
"231",1999,"OREGON","Rural",526187,1,"Area actually reporting","violent_crime",805
"232",1999,"OREGON","State Total",3316000,99,"total","violent_crime",12432
"233",1999,"OREGON","State Total",1e+05,99,"rate","violent_crime",374.9
"234",1999,"PENNSYLVANIA","Metropolitan Statistical Area",10184965,0.952,"Area actually reporting","violent_crime",45495
"235",1999,"PENNSYLVANIA","Metropolitan Statistical Area",10184965,1,"Estimated totals","violent_crime",46750
"236",1999,"PENNSYLVANIA","Cities outside metropolitan areas",770078,0.789,"Area actually reporting","violent_crime",1778
"237",1999,"PENNSYLVANIA","Cities outside metropolitan areas",770078,1,"Estimated totals","violent_crime",2252
"238",1999,"PENNSYLVANIA","Rural",1038957,1,"Area actually reporting","violent_crime",1429
"239",1999,"PENNSYLVANIA","State Total",11994000,99,"total","violent_crime",50431
"240",1999,"PENNSYLVANIA","State Total",1e+05,99,"rate","violent_crime",420.5
"241",1999,"PUERTO RICO","Metropolitan Statistical Area",3264570,1,"Area actually reporting","violent_crime",12649
"242",1999,"PUERTO RICO","Cities outside metropolitan areas",623430,1,"Area actually reporting","violent_crime",1531
"243",1999,"PUERTO RICO","Total",3888000,99,"total","violent_crime",14180
"244",1999,"PUERTO RICO","Total",1e+05,99,"rate","violent_crime",364.7
"245",1999,"RHODE ISLAND","Metropolitan Statistical Area",913009,1,"Area actually reporting","violent_crime",2585
"246",1999,"RHODE ISLAND","Cities outside metropolitan areas",77991,1,"Area actually reporting","violent_crime",214
"247",1999,"RHODE ISLAND","Rural",0,1,"Area actually reporting","violent_crime",41
"248",1999,"RHODE ISLAND","State Total",991000,99,"total","violent_crime",2840
"249",1999,"RHODE ISLAND","State Total",1e+05,99,"rate","violent_crime",286.6
"250",1999,"SOUTH CAROLINA","Metropolitan Statistical Area",2723666,0.992,"Area actually reporting","violent_crime",22232
"251",1999,"SOUTH CAROLINA","Metropolitan Statistical Area",2723666,1,"Estimated totals","violent_crime",22376
"252",1999,"SOUTH CAROLINA","Cities outside metropolitan areas",302578,0.979,"Area actually reporting","violent_crime",4202
"253",1999,"SOUTH CAROLINA","Cities outside metropolitan areas",302578,1,"Estimated totals","violent_crime",4294
"254",1999,"SOUTH CAROLINA","Rural",859756,1,"Area actually reporting","violent_crime",6250
"255",1999,"SOUTH CAROLINA","State Total",3886000,99,"total","violent_crime",32920
"256",1999,"SOUTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",847.1
"257",1999,"SOUTH DAKOTA","Metropolitan Statistical Area",253137,0.934,"Area actually reporting","violent_crime",708
"258",1999,"SOUTH DAKOTA","Metropolitan Statistical Area",253137,1,"Estimated totals","violent_crime",742
"259",1999,"SOUTH DAKOTA","Cities outside metropolitan areas",198926,0.789,"Area actually reporting","violent_crime",231
"260",1999,"SOUTH DAKOTA","Cities outside metropolitan areas",198926,1,"Estimated totals","violent_crime",293
"261",1999,"SOUTH DAKOTA","Rural",280937,0.551,"Area actually reporting","violent_crime",106
"262",1999,"SOUTH DAKOTA","Rural",280937,1,"Estimated totals","violent_crime",192
"263",1999,"SOUTH DAKOTA","State Total",733000,99,"total","violent_crime",1227
"264",1999,"SOUTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",167.4
"265",1999,"TENNESSEE","Metropolitan Statistical Area",3697527,0.954,"Area actually reporting","violent_crime",30353
"266",1999,"TENNESSEE","Metropolitan Statistical Area",3697527,1,"Estimated totals","violent_crime",30944
"267",1999,"TENNESSEE","Cities outside metropolitan areas",657691,0.968,"Area actually reporting","violent_crime",3977
"268",1999,"TENNESSEE","Cities outside metropolitan areas",657691,1,"Estimated totals","violent_crime",4107
"269",1999,"TENNESSEE","Rural",1128782,0.961,"Area actually reporting","violent_crime",2941
"270",1999,"TENNESSEE","Rural",1128782,1,"Estimated totals","violent_crime",3060
"271",1999,"TENNESSEE","State Total",5484000,99,"total","violent_crime",38111
"272",1999,"TENNESSEE","State Total",1e+05,99,"rate","violent_crime",694.9
"273",1999,"TEXAS","Metropolitan Statistical Area",16906546,0.999,"Area actually reporting","violent_crime",102070
"274",1999,"TEXAS","Metropolitan Statistical Area",16906546,1,"Estimated totals","violent_crime",102159
"275",1999,"TEXAS","Cities outside metropolitan areas",1449296,0.996,"Area actually reporting","violent_crime",6289
"276",1999,"TEXAS","Cities outside metropolitan areas",1449296,1,"Estimated totals","violent_crime",6305
"277",1999,"TEXAS","Rural",1688158,0.994,"Area actually reporting","violent_crime",3820
"278",1999,"TEXAS","Rural",1688158,1,"Estimated totals","violent_crime",3842
"279",1999,"TEXAS","State Total",20044000,99,"total","violent_crime",112306
"280",1999,"TEXAS","State Total",1e+05,99,"rate","violent_crime",560.3
"281",1999,"UTAH","Metropolitan Statistical Area",1632802,0.984,"Area actually reporting","violent_crime",5020
"282",1999,"UTAH","Metropolitan Statistical Area",1632802,1,"Estimated totals","violent_crime",5095
"283",1999,"UTAH","Cities outside metropolitan areas",256911,0.973,"Area actually reporting","violent_crime",465
"284",1999,"UTAH","Cities outside metropolitan areas",256911,1,"Estimated totals","violent_crime",478
"285",1999,"UTAH","Rural",240287,0.947,"Area actually reporting","violent_crime",280
"286",1999,"UTAH","Rural",240287,1,"Estimated totals","violent_crime",296
"287",1999,"UTAH","State Total",2130000,99,"total","violent_crime",5869
"288",1999,"UTAH","State Total",1e+05,99,"rate","violent_crime",275.5
"289",1999,"VERMONT","Metropolitan Statistical Area",149859,1,"Area actually reporting","violent_crime",285
"290",1999,"VERMONT","Cities outside metropolitan areas",203187,0.94,"Area actually reporting","violent_crime",239
"291",1999,"VERMONT","Cities outside metropolitan areas",203187,1,"Estimated totals","violent_crime",254
"292",1999,"VERMONT","Rural",240954,0.973,"Area actually reporting","violent_crime",134
"293",1999,"VERMONT","Rural",240954,1,"Estimated totals","violent_crime",137
"294",1999,"VERMONT","State Total",594000,99,"total","violent_crime",676
"295",1999,"VERMONT","State Total",1e+05,99,"rate","violent_crime",113.8
"296",1999,"VIRGINIA","Metropolitan Statistical Area",5370532,0.999,"Area actually reporting","violent_crime",17922
"297",1999,"VIRGINIA","Metropolitan Statistical Area",5370532,1,"Estimated totals","violent_crime",17937
"298",1999,"VIRGINIA","Cities outside metropolitan areas",418843,0.985,"Area actually reporting","violent_crime",1360
"299",1999,"VIRGINIA","Cities outside metropolitan areas",418843,1,"Estimated totals","violent_crime",1380
"300",1999,"VIRGINIA","Rural",1083625,1,"Area actually reporting","violent_crime",2309
"301",1999,"VIRGINIA","State Total",6873000,99,"total","violent_crime",21626
"302",1999,"VIRGINIA","State Total",1e+05,99,"rate","violent_crime",314.7
"303",1999,"WASHINGTON","Metropolitan Statistical Area",4775160,0.985,"Area actually reporting","violent_crime",19135
"304",1999,"WASHINGTON","Metropolitan Statistical Area",4775160,1,"Estimated totals","violent_crime",19409
"305",1999,"WASHINGTON","Cities outside metropolitan areas",435411,0.967,"Area actually reporting","violent_crime",1340
"306",1999,"WASHINGTON","Cities outside metropolitan areas",435411,1,"Estimated totals","violent_crime",1385
"307",1999,"WASHINGTON","Rural",545429,1,"Area actually reporting","violent_crime",922
