"","year","state","area","population","actual_rate","report_type","crime_type","number"
"40",2005,"COLORADO","Nonmetropolitan counties",361696,0.969,"Area actually reporting","violent_crime",569
"41",2005,"COLORADO","Nonmetropolitan counties",361696,1,"Estimated total","violent_crime",586
"42",2005,"COLORADO","State Total",4665177,99,"total","violent_crime",18498
"43",2005,"COLORADO","State Total",1e+05,99,"rate","violent_crime",396.5
"44",2005,"CONNECTICUT","Metropolitan Statistical Area",2826978,0.979,"Area actually reporting","violent_crime",8841
"45",2005,"CONNECTICUT","Metropolitan Statistical Area",2826978,1,"Estimated total","violent_crime",8923
"46",2005,"CONNECTICUT","Cities outside metropolitan areas",158760,1,"Area actually reporting","violent_crime",274
"47",2005,"CONNECTICUT","Nonmetropolitan counties",524559,1,"Area actually reporting","violent_crime",438
"48",2005,"CONNECTICUT","State Total",3510297,99,"total","violent_crime",9635
"49",2005,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",274.5
"50",2005,"DELAWARE","Metropolitan Statistical Area",668579,1,"Area actually reporting","violent_crime",4266
"51",2005,"DELAWARE","Cities outside metropolitan areas",39833,1,"Area actually reporting","violent_crime",379
"52",2005,"DELAWARE","Nonmetropolitan counties",135112,1,"Area actually reporting","violent_crime",687
"53",2005,"DELAWARE","State Total",843524,99,"total","violent_crime",5332
"54",2005,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",632.1
"55",2005,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",550521,1,"Area actually reporting","violent_crime",8032
"56",2005,"DISTRICT OF COLUMBIA","Total",550521,99,"total","violent_crime",8032
"57",2005,"DISTRICT OF COLUMBIA","Total",1e+05,99,"rate","violent_crime",1459
"58",2005,"FLORIDA","Metropolitan Statistical Area",16674801,0.999,"Area actually reporting","violent_crime",119621
"59",2005,"FLORIDA","Metropolitan Statistical Area",16674801,1,"Estimated total","violent_crime",119632
"60",2005,"FLORIDA","Cities outside metropolitan areas",192797,0.967,"Area actually reporting","violent_crime",1993
"61",2005,"FLORIDA","Cities outside metropolitan areas",192797,1,"Estimated total","violent_crime",2061
"62",2005,"FLORIDA","Nonmetropolitan counties",922266,1,"Area actually reporting","violent_crime",4264
"63",2005,"FLORIDA","State Total",17789864,99,"total","violent_crime",125957
"64",2005,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",708
"65",2005,"GEORGIA","Metropolitan Statistical Area",7292348,0.983,"Area actually reporting","violent_crime",33585
"66",2005,"GEORGIA","Metropolitan Statistical Area",7292348,1,"Estimated total","violent_crime",34133
"67",2005,"GEORGIA","Cities outside metropolitan areas",666985,0.791,"Area actually reporting","violent_crime",3208
"68",2005,"GEORGIA","Cities outside metropolitan areas",666985,1,"Estimated total","violent_crime",4055
"69",2005,"GEORGIA","Nonmetropolitan counties",1113243,0.794,"Area actually reporting","violent_crime",2015
"70",2005,"GEORGIA","Nonmetropolitan counties",1113243,1,"Estimated total","violent_crime",2537
"71",2005,"GEORGIA","State Total",9072576,99,"total","violent_crime",40725
"72",2005,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",448.9
"73",2005,"HAWAII","Metropolitan Statistical Area",908521,1,"Area actually reporting","violent_crime",2570
"74",2005,"HAWAII","Nonmetropolitan counties",366673,0.551,"Area actually reporting","violent_crime",376
"75",2005,"HAWAII","Nonmetropolitan counties",366673,1,"Estimated total","violent_crime",683
"76",2005,"HAWAII","State Total",1275194,99,"total","violent_crime",3253
"77",2005,"HAWAII","State Total",1e+05,99,"rate","violent_crime",255.1
"78",2005,"IDAHO","Metropolitan Statistical Area",913756,0.996,"Area actually reporting","violent_crime",2666
"79",2005,"IDAHO","Metropolitan Statistical Area",913756,1,"Estimated total","violent_crime",2677
"80",2005,"IDAHO","Cities outside metropolitan areas",225726,0.981,"Area actually reporting","violent_crime",523
"81",2005,"IDAHO","Cities outside metropolitan areas",225726,1,"Estimated total","violent_crime",533
"82",2005,"IDAHO","Nonmetropolitan counties",289614,1,"Area actually reporting","violent_crime",460
"83",2005,"IDAHO","State Total",1429096,99,"total","violent_crime",3670
"84",2005,"IDAHO","State Total",1e+05,99,"rate","violent_crime",256.8
"85",2005,"ILLINOIS","State Total",12763371,99,"total","violent_crime",70392
"86",2005,"ILLINOIS","State Total",1e+05,99,"rate","violent_crime",551.5
"87",2005,"INDIANA","Metropolitan Statistical Area",4863320,0.886,"Area actually reporting","violent_crime",17518
"88",2005,"INDIANA","Metropolitan Statistical Area",4863320,1,"Estimated total","violent_crime",18416
"89",2005,"INDIANA","Cities outside metropolitan areas",507774,0.839,"Area actually reporting","violent_crime",794
"90",2005,"INDIANA","Cities outside metropolitan areas",507774,1,"Estimated total","violent_crime",946
"91",2005,"INDIANA","Nonmetropolitan counties",900879,0.548,"Area actually reporting","violent_crime",516
"92",2005,"INDIANA","Nonmetropolitan counties",900879,1,"Estimated total","violent_crime",940
"93",2005,"INDIANA","State Total",6271973,99,"total","violent_crime",20302
"94",2005,"INDIANA","State Total",1e+05,99,"rate","violent_crime",323.7
"95",2005,"IOWA","Metropolitan Statistical Area",1616968,0.988,"Area actually reporting","violent_crime",6322
"96",2005,"IOWA","Metropolitan Statistical Area",1616968,1,"Estimated total","violent_crime",6354
"97",2005,"IOWA","Cities outside metropolitan areas",596078,0.965,"Area actually reporting","violent_crime",1731
"98",2005,"IOWA","Cities outside metropolitan areas",596078,1,"Estimated total","violent_crime",1793
"99",2005,"IOWA","Nonmetropolitan counties",753288,0.971,"Area actually reporting","violent_crime",480
"100",2005,"IOWA","Nonmetropolitan counties",753288,1,"Estimated total","violent_crime",495
"101",2005,"IOWA","State Total",2966334,99,"total","violent_crime",8642
"102",2005,"IOWA","State Total",1e+05,99,"rate","violent_crime",291.3
"103",2005,"KANSAS","Metropolitan Statistical Area",1720248,0.998,"Area actually reporting","violent_crime",7686
"104",2005,"KANSAS","Metropolitan Statistical Area",1720248,1,"Estimated total","violent_crime",7694
"105",2005,"KANSAS","Cities outside metropolitan areas",606739,0.923,"Area actually reporting","violent_crime",1941
"106",2005,"KANSAS","Cities outside metropolitan areas",606739,1,"Estimated total","violent_crime",2102
"107",2005,"KANSAS","Nonmetropolitan counties",417700,0.985,"Area actually reporting","violent_crime",826
"108",2005,"KANSAS","Nonmetropolitan counties",417700,1,"Estimated total","violent_crime",838
"109",2005,"KANSAS","State Total",2744687,99,"total","violent_crime",10634
"110",2005,"KANSAS","State Total",1e+05,99,"rate","violent_crime",387.4
"111",2005,"KENTUCKY","Metropolitan Statistical Area",2362333,0.926,"Area actually reporting","violent_crime",7559
"112",2005,"KENTUCKY","Metropolitan Statistical Area",2362333,1,"Estimated total","violent_crime",7945
"113",2005,"KENTUCKY","Cities outside metropolitan areas",517744,0.893,"Area actually reporting","violent_crime",1158
"114",2005,"KENTUCKY","Cities outside metropolitan areas",517744,1,"Estimated total","violent_crime",1297
"115",2005,"KENTUCKY","Nonmetropolitan counties",1293328,0.861,"Area actually reporting","violent_crime",1629
"116",2005,"KENTUCKY","Nonmetropolitan counties",1293328,1,"Estimated total","violent_crime",1892
"117",2005,"KENTUCKY","State Total",4173405,99,"total","violent_crime",11134
"118",2005,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",266.8
"119",2005,"LOUISIANA","Metropolitan Statistical Area",3393914,0.962,"Area actually reporting","violent_crime",20467
"120",2005,"LOUISIANA","Metropolitan Statistical Area",3393914,1,"Estimated total","violent_crime",21117
"121",2005,"LOUISIANA","Cities outside metropolitan areas",385173,0.535,"Area actually reporting","violent_crime",1320
"122",2005,"LOUISIANA","Cities outside metropolitan areas",385173,1,"Estimated total","violent_crime",2466
"123",2005,"LOUISIANA","Nonmetropolitan counties",744541,0.796,"Area actually reporting","violent_crime",2632
"124",2005,"LOUISIANA","Nonmetropolitan counties",744541,1,"Estimated total","violent_crime",3306
"125",2005,"LOUISIANA","State Total",4523628,99,"total","violent_crime",26889
"126",2005,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",594.4
"127",2005,"MAINE","Metropolitan Statistical Area",768481,1,"Area actually reporting","violent_crime",969
"128",2005,"MAINE","Cities outside metropolitan areas",275707,0.99,"Area actually reporting","violent_crime",353
"129",2005,"MAINE","Cities outside metropolitan areas",275707,1,"Estimated total","violent_crime",356
"130",2005,"MAINE","Nonmetropolitan counties",277317,0.958,"Area actually reporting","violent_crime",151
"131",2005,"MAINE","Nonmetropolitan counties",277317,1,"Estimated total","violent_crime",158
"132",2005,"MAINE","State Total",1321505,99,"total","violent_crime",1483
"133",2005,"MAINE","State Total",1e+05,99,"rate","violent_crime",112.2
"134",2005,"MARYLAND","Metropolitan Statistical Area",5307587,1,"Area actually reporting","violent_crime",37983
"135",2005,"MARYLAND","Cities outside metropolitan areas",74501,1,"Area actually reporting","violent_crime",681
"136",2005,"MARYLAND","Nonmetropolitan counties",218300,1,"Area actually reporting","violent_crime",705
"137",2005,"MARYLAND","State Total",5600388,99,"total","violent_crime",39369
"138",2005,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",703
"139",2005,"MASSACHUSETTS","Metropolitan Statistical Area",6365624,0.974,"Area actually reporting","violent_crime",28676
"140",2005,"MASSACHUSETTS","Metropolitan Statistical Area",6365624,1,"Estimated total","violent_crime",29142
"141",2005,"MASSACHUSETTS","Cities outside metropolitan areas",32100,0.92,"Area actually reporting","violent_crime",87
"142",2005,"MASSACHUSETTS","Cities outside metropolitan areas",32100,1,"Estimated total","violent_crime",95
"143",2005,"MASSACHUSETTS","Nonmetropolitan counties",1019,1,"Area actually reporting","violent_crime",0
"144",2005,"MASSACHUSETTS","State Total",6398743,99,"total","violent_crime",29237
"145",2005,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",456.9
"146",2005,"MICHIGAN","Metropolitan Statistical Area",8240515,0.992,"Area actually reporting","violent_crime",51662
"147",2005,"MICHIGAN","Metropolitan Statistical Area",8240515,1,"Estimated total","violent_crime",51860
"148",2005,"MICHIGAN","Cities outside metropolitan areas",645965,0.915,"Area actually reporting","violent_crime",1443
"149",2005,"MICHIGAN","Cities outside metropolitan areas",645965,1,"Estimated total","violent_crime",1544
"150",2005,"MICHIGAN","Nonmetropolitan counties",1234380,0.984,"Area actually reporting","violent_crime",2434
"151",2005,"MICHIGAN","Nonmetropolitan counties",1234380,1,"Estimated total","violent_crime",2473
"152",2005,"MICHIGAN","State Total",10120860,99,"total","violent_crime",55877
"153",2005,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",552.1
"154",2005,"MINNESOTA","Metropolitan Statistical Area",3716276,0.993,"Area actually reporting","violent_crime",13059
"155",2005,"MINNESOTA","Metropolitan Statistical Area",3716276,1,"Estimated total","violent_crime",13103
"156",2005,"MINNESOTA","Cities outside metropolitan areas",560554,0.995,"Area actually reporting","violent_crime",1171
"157",2005,"MINNESOTA","Cities outside metropolitan areas",560554,1,"Estimated total","violent_crime",1178
"158",2005,"MINNESOTA","Nonmetropolitan counties",855969,1,"Area actually reporting","violent_crime",962
"159",2005,"MINNESOTA","State Total",5132799,99,"total","violent_crime",15243
"160",2005,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",297
"161",2005,"MISSISSIPPI","Metropolitan Statistical Area",1266425,0.876,"Area actually reporting","violent_crime",3439
"162",2005,"MISSISSIPPI","Metropolitan Statistical Area",1266425,1,"Estimated total","violent_crime",3730
"163",2005,"MISSISSIPPI","Cities outside metropolitan areas",599896,0.797,"Area actually reporting","violent_crime",2028
"164",2005,"MISSISSIPPI","Cities outside metropolitan areas",599896,1,"Estimated total","violent_crime",2545
"165",2005,"MISSISSIPPI","Nonmetropolitan counties",1054767,0.469,"Area actually reporting","violent_crime",871
"166",2005,"MISSISSIPPI","Nonmetropolitan counties",1054767,1,"Estimated total","violent_crime",1856
"167",2005,"MISSISSIPPI","State Total",2921088,99,"total","violent_crime",8131
"168",2005,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",278.4
"169",2005,"MISSOURI","Metropolitan Statistical Area",4233869,0.999,"Area actually reporting","violent_crime",25633
"170",2005,"MISSOURI","Metropolitan Statistical Area",4233869,1,"Estimated total","violent_crime",25644
"171",2005,"MISSOURI","Cities outside metropolitan areas",679565,0.989,"Area actually reporting","violent_crime",2653
"172",2005,"MISSOURI","Cities outside metropolitan areas",679565,1,"Estimated total","violent_crime",2682
"173",2005,"MISSOURI","Nonmetropolitan counties",886876,1,"Area actually reporting","violent_crime",2151
"174",2005,"MISSOURI","State Total",5800310,99,"total","violent_crime",30477
"175",2005,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",525.4
"176",2005,"MONTANA","Metropolitan Statistical Area",326409,0.998,"Area actually reporting","violent_crime",845
"177",2005,"MONTANA","Metropolitan Statistical Area",326409,1,"Estimated total","violent_crime",847
"178",2005,"MONTANA","Cities outside metropolitan areas",195669,0.894,"Area actually reporting","violent_crime",651
"179",2005,"MONTANA","Cities outside metropolitan areas",195669,1,"Estimated total","violent_crime",727
"180",2005,"MONTANA","Nonmetropolitan counties",413592,0.958,"Area actually reporting","violent_crime",1016
"181",2005,"MONTANA","Nonmetropolitan counties",413592,1,"Estimated total","violent_crime",1060
"182",2005,"MONTANA","State Total",935670,99,"total","violent_crime",2634
"183",2005,"MONTANA","State Total",1e+05,99,"rate","violent_crime",281.5
"184",2005,"NEBRASKA","Metropolitan Statistical Area",995173,0.98,"Area actually reporting","violent_crime",4078
"185",2005,"NEBRASKA","Metropolitan Statistical Area",995173,1,"Estimated total","violent_crime",4101
"186",2005,"NEBRASKA","Cities outside metropolitan areas",395904,0.917,"Area actually reporting","violent_crime",621
"187",2005,"NEBRASKA","Cities outside metropolitan areas",395904,1,"Estimated total","violent_crime",676
"188",2005,"NEBRASKA","Nonmetropolitan counties",367710,0.897,"Area actually reporting","violent_crime",243
"189",2005,"NEBRASKA","Nonmetropolitan counties",367710,1,"Estimated total","violent_crime",271
"190",2005,"NEBRASKA","State Total",1758787,99,"total","violent_crime",5048
"191",2005,"NEBRASKA","State Total",1e+05,99,"rate","violent_crime",287
"192",2005,"NEVADA","Metropolitan Statistical Area",2162821,1,"Area actually reporting","violent_crime",13934
"193",2005,"NEVADA","Cities outside metropolitan areas",45470,1,"Area actually reporting","violent_crime",155
"194",2005,"NEVADA","Nonmetropolitan counties",206516,1,"Area actually reporting","violent_crime",565
"195",2005,"NEVADA","State Total",2414807,99,"total","violent_crime",14654
"196",2005,"NEVADA","State Total",1e+05,99,"rate","violent_crime",606.8
"197",2005,"NEW HAMPSHIRE","Metropolitan Statistical Area",815819,0.873,"Area actually reporting","violent_crime",1016
"198",2005,"NEW HAMPSHIRE","Metropolitan Statistical Area",815819,1,"Estimated total","violent_crime",1106
"199",2005,"NEW HAMPSHIRE","Cities outside metropolitan areas",438230,0.855,"Area actually reporting","violent_crime",494
"200",2005,"NEW HAMPSHIRE","Cities outside metropolitan areas",438230,1,"Estimated total","violent_crime",577
"201",2005,"NEW HAMPSHIRE","Nonmetropolitan counties",55891,0.027,"Area actually reporting","violent_crime",17
"202",2005,"NEW HAMPSHIRE","Nonmetropolitan counties",55891,1,"Estimated total","violent_crime",46
"203",2005,"NEW HAMPSHIRE","State Total",1309940,99,"total","violent_crime",1729
"204",2005,"NEW HAMPSHIRE","State Total",1e+05,99,"rate","violent_crime",132
"205",2005,"NEW JERSEY","Metropolitan Statistical Area",8717925,1,"Area actually reporting","violent_crime",30919
"206",2005,"NEW JERSEY","State Total",8717925,99,"total","violent_crime",30919
"207",2005,"NEW JERSEY","State Total",1e+05,99,"rate","violent_crime",354.7
"208",2005,"NEW MEXICO","Metropolitan Statistical Area",1246636,0.995,"Area actually reporting","violent_crime",9595
"209",2005,"NEW MEXICO","Metropolitan Statistical Area",1246636,1,"Estimated total","violent_crime",9646
"210",2005,"NEW MEXICO","Cities outside metropolitan areas",402633,0.892,"Area actually reporting","violent_crime",2638
"211",2005,"NEW MEXICO","Cities outside metropolitan areas",402633,1,"Estimated total","violent_crime",2956
"212",2005,"NEW MEXICO","Nonmetropolitan counties",279115,0.739,"Area actually reporting","violent_crime",693
"213",2005,"NEW MEXICO","Nonmetropolitan counties",279115,1,"Estimated total","violent_crime",939
"214",2005,"NEW MEXICO","State Total",1928384,99,"total","violent_crime",13541
"215",2005,"NEW MEXICO","State Total",1e+05,99,"rate","violent_crime",702.2
"216",2005,"NEW YORK","Metropolitan Statistical Area",17687934,0.99,"Area actually reporting","violent_crime",82052
"217",2005,"NEW YORK","Metropolitan Statistical Area",17687934,1,"Estimated total","violent_crime",82387
"218",2005,"NEW YORK","Cities outside metropolitan areas",582615,0.95,"Area actually reporting","violent_crime",1518
"219",2005,"NEW YORK","Cities outside metropolitan areas",582615,1,"Estimated total","violent_crime",1599
"220",2005,"NEW YORK","Nonmetropolitan counties",984081,0.957,"Area actually reporting","violent_crime",1773
"221",2005,"NEW YORK","Nonmetropolitan counties",984081,1,"Estimated total","violent_crime",1853
"222",2005,"NEW YORK","State Total",19254630,99,"total","violent_crime",85839
"223",2005,"NEW YORK","State Total",1e+05,99,"rate","violent_crime",445.8
"224",2005,"NORTH CAROLINA","Metropolitan Statistical Area",5990267,0.982,"Area actually reporting","violent_crime",30298
"225",2005,"NORTH CAROLINA","Metropolitan Statistical Area",5990267,1,"Estimated total","violent_crime",30593
"226",2005,"NORTH CAROLINA","Cities outside metropolitan areas",835748,0.949,"Area actually reporting","violent_crime",5237
"227",2005,"NORTH CAROLINA","Cities outside metropolitan areas",835748,1,"Estimated total","violent_crime",5510
"228",2005,"NORTH CAROLINA","Nonmetropolitan counties",1857227,0.939,"Area actually reporting","violent_crime",4270
"229",2005,"NORTH CAROLINA","Nonmetropolitan counties",1857227,1,"Estimated total","violent_crime",4547
"230",2005,"NORTH CAROLINA","State Total",8683242,99,"total","violent_crime",40650
"231",2005,"NORTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",468.1
"232",2005,"NORTH DAKOTA","Metropolitan Statistical Area",292524,0.995,"Area actually reporting","violent_crime",330
"233",2005,"NORTH DAKOTA","Metropolitan Statistical Area",292524,1,"Estimated total","violent_crime",332
"234",2005,"NORTH DAKOTA","Cities outside metropolitan areas",137205,0.876,"Area actually reporting","violent_crime",201
"235",2005,"NORTH DAKOTA","Cities outside metropolitan areas",137205,1,"Estimated total","violent_crime",229
"236",2005,"NORTH DAKOTA","Nonmetropolitan counties",206948,0.891,"Area actually reporting","violent_crime",57
"237",2005,"NORTH DAKOTA","Nonmetropolitan counties",206948,1,"Estimated total","violent_crime",64
"238",2005,"NORTH DAKOTA","State Total",636677,99,"total","violent_crime",625
"239",2005,"NORTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",98.2
"240",2005,"OHIO","Metropolitan Statistical Area",9227978,0.891,"Area actually reporting","violent_crime",35480
"241",2005,"OHIO","Metropolitan Statistical Area",9227978,1,"Estimated total","violent_crime",37086
"242",2005,"OHIO","Cities outside metropolitan areas",864829,0.75,"Area actually reporting","violent_crime",1464
"243",2005,"OHIO","Cities outside metropolitan areas",864829,1,"Estimated total","violent_crime",1951
"244",2005,"OHIO","Nonmetropolitan counties",1371235,0.756,"Area actually reporting","violent_crime",934
"245",2005,"OHIO","Nonmetropolitan counties",1371235,1,"Estimated total","violent_crime",1236
"246",2005,"OHIO","State Total",11464042,99,"total","violent_crime",40273
"247",2005,"OHIO","State Total",1e+05,99,"rate","violent_crime",351.3
"248",2005,"OKLAHOMA","Metropolitan Statistical Area",2241767,1,"Area actually reporting","violent_crime",13487
"249",2005,"OKLAHOMA","Cities outside metropolitan areas",694861,1,"Area actually reporting","violent_crime",3066
"250",2005,"OKLAHOMA","Nonmetropolitan counties",611256,1,"Area actually reporting","violent_crime",1491
"251",2005,"OKLAHOMA","State Total",3547884,99,"total","violent_crime",18044
"252",2005,"OKLAHOMA","State Total",1e+05,99,"rate","violent_crime",508.6
"253",2005,"OREGON","Metropolitan Statistical Area",2805013,0.999,"Area actually reporting","violent_crime",8843
"254",2005,"OREGON","Metropolitan Statistical Area",2805013,1,"Estimated total","violent_crime",8850
"255",2005,"OREGON","Cities outside metropolitan areas",382878,0.963,"Area actually reporting","violent_crime",863
"256",2005,"OREGON","Cities outside metropolitan areas",382878,1,"Estimated total","violent_crime",897
"257",2005,"OREGON","Nonmetropolitan counties",453165,0.937,"Area actually reporting","violent_crime",653
"258",2005,"OREGON","Nonmetropolitan counties",453165,1,"Estimated total","violent_crime",697
"259",2005,"OREGON","State Total",3641056,99,"total","violent_crime",10444
"260",2005,"OREGON","State Total",1e+05,99,"rate","violent_crime",286.8
"261",2005,"PENNSYLVANIA","Metropolitan Statistical Area",10440725,0.928,"Area actually reporting","violent_crime",46753
"262",2005,"PENNSYLVANIA","Metropolitan Statistical Area",10440725,1,"Estimated total","violent_crime",48602
"263",2005,"PENNSYLVANIA","Cities outside metropolitan areas",880169,0.794,"Area actually reporting","violent_crime",2016
"264",2005,"PENNSYLVANIA","Cities outside metropolitan areas",880169,1,"Estimated total","violent_crime",2541
"265",2005,"PENNSYLVANIA","Nonmetropolitan counties",1108722,1,"Area actually reporting","violent_crime",1618
"266",2005,"PENNSYLVANIA","State Total",12429616,99,"total","violent_crime",52761
"267",2005,"PENNSYLVANIA","State Total",1e+05,99,"rate","violent_crime",424.5
"268",2005,"PUERTO RICO","Metropolitan Statistical Area",3715706,1,"Area actually reporting","violent_crime",9202
"269",2005,"PUERTO RICO","Cities outside metropolitan areas",196348,1,"Area actually reporting","violent_crime",377
"270",2005,"PUERTO RICO","Total",3912054,99,"total","violent_crime",9579
"271",2005,"PUERTO RICO","Total",1e+05,99,"rate","violent_crime",244.9
"272",2005,"RHODE ISLAND","Metropolitan Statistical Area",1076189,1,"Area actually reporting","violent_crime",2685
"273",2005,"RHODE ISLAND","Nonmetropolitan counties",0,1,"Area actually reporting","violent_crime",18
"274",2005,"RHODE ISLAND","State Total",1076189,99,"total","violent_crime",2703
"275",2005,"RHODE ISLAND","State Total",1e+05,99,"rate","violent_crime",251.2
"276",2005,"SOUTH CAROLINA","Metropolitan Statistical Area",3205817,0.999,"Area actually reporting","violent_crime",24723
"277",2005,"SOUTH CAROLINA","Metropolitan Statistical Area",3205817,1,"Estimated total","violent_crime",24725
"278",2005,"SOUTH CAROLINA","Cities outside metropolitan areas",273133,0.997,"Area actually reporting","violent_crime",3152
"279",2005,"SOUTH CAROLINA","Cities outside metropolitan areas",273133,1,"Estimated total","violent_crime",3160
"280",2005,"SOUTH CAROLINA","Nonmetropolitan counties",776133,1,"Area actually reporting","violent_crime",4499
"281",2005,"SOUTH CAROLINA","State Total",4255083,99,"total","violent_crime",32384
"282",2005,"SOUTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",761.1
"283",2005,"SOUTH DAKOTA","Metropolitan Statistical Area",336356,0.966,"Area actually reporting","violent_crime",909
"284",2005,"SOUTH DAKOTA","Metropolitan Statistical Area",336356,1,"Estimated total","violent_crime",920
"285",2005,"SOUTH DAKOTA","Cities outside metropolitan areas",210074,0.815,"Area actually reporting","violent_crime",263
"286",2005,"SOUTH DAKOTA","Cities outside metropolitan areas",210074,1,"Estimated total","violent_crime",322
"287",2005,"SOUTH DAKOTA","Nonmetropolitan counties",229503,0.774,"Area actually reporting","violent_crime",94
"288",2005,"SOUTH DAKOTA","Nonmetropolitan counties",229503,1,"Estimated total","violent_crime",121
"289",2005,"SOUTH DAKOTA","State Total",775933,99,"total","violent_crime",1363
"290",2005,"SOUTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",175.7
"291",2005,"TENNESSEE","Metropolitan Statistical Area",4332089,1,"Area actually reporting","violent_crime",37540
"292",2005,"TENNESSEE","Cities outside metropolitan areas",591225,1,"Area actually reporting","violent_crime",3989
"293",2005,"TENNESSEE","Nonmetropolitan counties",1039645,1,"Area actually reporting","violent_crime",3362
"294",2005,"TENNESSEE","State Total",5962959,99,"total","violent_crime",44891
"295",2005,"TENNESSEE","State Total",1e+05,99,"rate","violent_crime",752.8
"296",2005,"TEXAS","Metropolitan Statistical Area",19838854,0.999,"Area actually reporting","violent_crime",111852
