"","year","state","area","population","actual_rate","report_type","crime_type","number"
"91",1996,"IOWA","Rural",885615,0.864,"Area actually reporting","violent_crime",434
"92",1996,"IOWA","Rural",885615,1,"Estimated totals","violent_crime",502
"93",1996,"IOWA","State Total",2852000,99,"total","violent_crime",7771
"94",1996,"IOWA","State Total",1e+05,99,"rate","violent_crime",272.5
"95",1996,"KANSAS","State Total",2572000,99,"total","violent_crime",10642
"96",1996,"KANSAS","State Total",1e+05,99,"rate","violent_crime",413.8
"97",1996,"KENTUCKY","State Total",3884000,99,"total","violent_crime",12448
"98",1996,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",320.5
"99",1996,"LOUISIANA","Metropolitan Statistical Area",3267474,0.966,"Area actually reporting","violent_crime",32475
"100",1996,"LOUISIANA","Metropolitan Statistical Area",3267474,1,"Estimated totals","violent_crime",33239
"101",1996,"LOUISIANA","Cities outside metropolitan areas",397518,0.791,"Area actually reporting","violent_crime",3171
"102",1996,"LOUISIANA","Cities outside metropolitan areas",397518,1,"Estimated totals","violent_crime",4007
"103",1996,"LOUISIANA","Rural",686008,0.816,"Area actually reporting","violent_crime",2594
"104",1996,"LOUISIANA","Rural",686008,1,"Estimated totals","violent_crime",3180
"105",1996,"LOUISIANA","State Total",4351000,99,"total","violent_crime",40426
"106",1996,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",929.1
"107",1996,"MAINE","Metropolitan Statistical Area",460285,1,"Area actually reporting","violent_crime",815
"108",1996,"MAINE","Cities outside metropolitan areas",434976,0.988,"Area actually reporting","violent_crime",550
"109",1996,"MAINE","Cities outside metropolitan areas",434976,1,"Estimated totals","violent_crime",557
"110",1996,"MAINE","Rural",347739,1,"Area actually reporting","violent_crime",181
"111",1996,"MAINE","State Total",1243000,99,"total","violent_crime",1553
"112",1996,"MAINE","State Total",1e+05,99,"rate","violent_crime",124.9
"113",1996,"MARYLAND","Metropolitan Statistical Area",4706522,0.999,"Area actually reporting","violent_crime",45121
"114",1996,"MARYLAND","Metropolitan Statistical Area",4706522,1,"Estimated totals","violent_crime",45138
"115",1996,"MARYLAND","Cities outside metropolitan areas",98635,1,"Area actually reporting","violent_crime",1159
"116",1996,"MARYLAND","Rural",266843,1,"Area actually reporting","violent_crime",933
"117",1996,"MARYLAND","State Total",5072000,99,"total","violent_crime",47230
"118",1996,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",931.2
"119",1996,"MASSACHUSETTS","Metropolitan Statistical Area",5793412,0.962,"Area actually reporting","violent_crime",36225
"120",1996,"MASSACHUSETTS","Metropolitan Statistical Area",5793412,1,"Estimated totals","violent_crime",36955
"121",1996,"MASSACHUSETTS","Cities outside metropolitan areas",287523,0.887,"Area actually reporting","violent_crime",1905
"122",1996,"MASSACHUSETTS","Cities outside metropolitan areas",287523,1,"Estimated totals","violent_crime",2149
"123",1996,"MASSACHUSETTS","Rural",11065,1,"Area actually reporting","violent_crime",18
"124",1996,"MASSACHUSETTS","State Total",6092000,99,"total","violent_crime",39122
"125",1996,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",642.2
"126",1996,"MICHIGAN","Metropolitan Statistical Area",7916331,0.909,"Area actually reporting","violent_crime",54380
"127",1996,"MICHIGAN","Metropolitan Statistical Area",7916331,1,"Estimated totals","violent_crime",57099
"128",1996,"MICHIGAN","Cities outside metropolitan areas",621723,0.781,"Area actually reporting","violent_crime",954
"129",1996,"MICHIGAN","Cities outside metropolitan areas",621723,1,"Estimated totals","violent_crime",1221
"130",1996,"MICHIGAN","Rural",1055946,0.896,"Area actually reporting","violent_crime",2356
"131",1996,"MICHIGAN","Rural",1055946,1,"Estimated totals","violent_crime",2631
"132",1996,"MICHIGAN","State Total",9594000,99,"total","violent_crime",60951
"133",1996,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",635.3
"134",1996,"MINNESOTA","Metropolitan Statistical Area",3236769,0.998,"Area actually reporting","violent_crime",13931
"135",1996,"MINNESOTA","Metropolitan Statistical Area",3236769,1,"Estimated totals","violent_crime",13946
"136",1996,"MINNESOTA","Cities outside metropolitan areas",544942,1,"Area actually reporting","violent_crime",963
"137",1996,"MINNESOTA","Rural",876289,1,"Area actually reporting","violent_crime",873
"138",1996,"MINNESOTA","State Total",4658000,99,"total","violent_crime",15782
"139",1996,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",338.8
"140",1996,"MISSISSIPPI","Metropolitan Statistical Area",950891,0.681,"Area actually reporting","violent_crime",5207
"141",1996,"MISSISSIPPI","Metropolitan Statistical Area",950891,1,"Estimated totals","violent_crime",5814
"142",1996,"MISSISSIPPI","Cities outside metropolitan areas",654447,0.696,"Area actually reporting","violent_crime",3147
"143",1996,"MISSISSIPPI","Cities outside metropolitan areas",654447,1,"Estimated totals","violent_crime",4522
"144",1996,"MISSISSIPPI","Rural",1110662,0.373,"Area actually reporting","violent_crime",1091
"145",1996,"MISSISSIPPI","Rural",1110662,1,"Estimated totals","violent_crime",2925
"146",1996,"MISSISSIPPI","State Total",2716000,99,"total","violent_crime",13261
"147",1996,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",488.3
"148",1996,"MISSOURI","Metropolitan Statistical Area",3648247,0.971,"Area actually reporting","violent_crime",26984
"149",1996,"MISSOURI","Metropolitan Statistical Area",3648247,1,"Estimated totals","violent_crime",27226
"150",1996,"MISSOURI","Cities outside metropolitan areas",501284,0.888,"Area actually reporting","violent_crime",1925
"151",1996,"MISSOURI","Cities outside metropolitan areas",501284,1,"Estimated totals","violent_crime",2167
"152",1996,"MISSOURI","Rural",1209469,0.505,"Area actually reporting","violent_crime",1150
"153",1996,"MISSOURI","Rural",1209469,1,"Estimated totals","violent_crime",2276
"154",1996,"MISSOURI","State Total",5359000,99,"total","violent_crime",31669
"155",1996,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",590.9
"156",1996,"MONTANA","State Total",879000,99,"total","violent_crime",1415
"157",1996,"MONTANA","State Total",1e+05,99,"rate","violent_crime",161
"158",1996,"NEBRASKA","Metropolitan Statistical Area",837096,1,"Area actually reporting","violent_crime",6277
"159",1996,"NEBRASKA","Cities outside metropolitan areas",394496,0.984,"Area actually reporting","violent_crime",643
"160",1996,"NEBRASKA","Cities outside metropolitan areas",394496,1,"Estimated totals","violent_crime",653
"161",1996,"NEBRASKA","Rural",420408,0.969,"Area actually reporting","violent_crime",244
"162",1996,"NEBRASKA","Rural",420408,1,"Estimated totals","violent_crime",252
"163",1996,"NEBRASKA","State Total",1652000,99,"total","violent_crime",7182
"164",1996,"NEBRASKA","State Total",1e+05,99,"rate","violent_crime",434.7
"165",1996,"NEVADA","Metropolitan Statistical Area",1367552,1,"Area actually reporting","violent_crime",12129
"166",1996,"NEVADA","Cities outside metropolitan areas",48936,1,"Area actually reporting","violent_crime",250
"167",1996,"NEVADA","Rural",186512,1,"Area actually reporting","violent_crime",626
"168",1996,"NEVADA","State Total",1603000,99,"total","violent_crime",13005
"169",1996,"NEVADA","State Total",1e+05,99,"rate","violent_crime",811.3
"170",1996,"NEW HAMPSHIRE","Metropolitan Statistical Area",683195,0.86,"Area actually reporting","violent_crime",765
"171",1996,"NEW HAMPSHIRE","Metropolitan Statistical Area",683195,1,"Estimated totals","violent_crime",872
"172",1996,"NEW HAMPSHIRE","Cities outside metropolitan areas",328464,0.74,"Area actually reporting","violent_crime",307
"173",1996,"NEW HAMPSHIRE","Cities outside metropolitan areas",328464,1,"Estimated totals","violent_crime",415
"174",1996,"NEW HAMPSHIRE","Rural",150341,0.927,"Area actually reporting","violent_crime",80
"175",1996,"NEW HAMPSHIRE","Rural",150341,1,"Estimated totals","violent_crime",86
"176",1996,"NEW HAMPSHIRE","State Total",1162000,99,"total","violent_crime",1373
"177",1996,"NEW HAMPSHIRE","State Total",1e+05,99,"rate","violent_crime",118.2
"178",1996,"NEW JERSEY","Metropolitan Statistical Area",7988000,1,"Area actually reporting","violent_crime",42459
"179",1996,"NEW JERSEY","State Total",7988000,99,"total","violent_crime",42459
"180",1996,"NEW JERSEY","State Total",1e+05,99,"rate","violent_crime",531.5
"181",1996,"NEW MEXICO","Metropolitan Statistical Area",964350,0.686,"Area actually reporting","violent_crime",7562
"182",1996,"NEW MEXICO","Metropolitan Statistical Area",964350,1,"Estimated totals","violent_crime",8726
"183",1996,"NEW MEXICO","Cities outside metropolitan areas",446301,0.858,"Area actually reporting","violent_crime",3298
"184",1996,"NEW MEXICO","Cities outside metropolitan areas",446301,1,"Estimated totals","violent_crime",3844
"185",1996,"NEW MEXICO","Rural",302349,0.662,"Area actually reporting","violent_crime",1211
"186",1996,"NEW MEXICO","Rural",302349,1,"Estimated totals","violent_crime",1829
"187",1996,"NEW MEXICO","State Total",1713000,99,"total","violent_crime",14399
"188",1996,"NEW MEXICO","State Total",1e+05,99,"rate","violent_crime",840.6
"189",1996,"NEW YORK","Metropolitan Statistical Area",16679321,0.99,"Area actually reporting","violent_crime",127528
"190",1996,"NEW YORK","Metropolitan Statistical Area",16679321,1,"Estimated totals","violent_crime",127914
"191",1996,"NEW YORK","Cities outside metropolitan areas",650213,0.893,"Area actually reporting","violent_crime",1898
"192",1996,"NEW YORK","Cities outside metropolitan areas",650213,1,"Estimated totals","violent_crime",2127
"193",1996,"NEW YORK","Rural",855466,0.98,"Area actually reporting","violent_crime",2122
"194",1996,"NEW YORK","Rural",855466,1,"Estimated totals","violent_crime",2165
"195",1996,"NEW YORK","State Total",18185000,99,"total","violent_crime",132206
"196",1996,"NEW YORK","State Total",1e+05,99,"rate","violent_crime",727
"197",1996,"NORTH CAROLINA","Metropolitan Statistical Area",4876036,0.992,"Area actually reporting","violent_crime",32369
"198",1996,"NORTH CAROLINA","Metropolitan Statistical Area",4876036,1,"Estimated totals","violent_crime",32530
"199",1996,"NORTH CAROLINA","Cities outside metropolitan areas",757429,0.97,"Area actually reporting","violent_crime",6065
"200",1996,"NORTH CAROLINA","Cities outside metropolitan areas",757429,1,"Estimated totals","violent_crime",6255
"201",1996,"NORTH CAROLINA","Rural",1689535,0.965,"Area actually reporting","violent_crime",4135
"202",1996,"NORTH CAROLINA","Rural",1689535,1,"Estimated totals","violent_crime",4283
"203",1996,"NORTH CAROLINA","State Total",7323000,99,"total","violent_crime",43068
"204",1996,"NORTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",588.1
"205",1996,"NORTH DAKOTA","Metropolitan Statistical Area",271128,0.994,"Area actually reporting","violent_crime",343
"206",1996,"NORTH DAKOTA","Metropolitan Statistical Area",271128,1,"Estimated totals","violent_crime",347
"207",1996,"NORTH DAKOTA","Cities outside metropolitan areas",149788,0.814,"Area actually reporting","violent_crime",101
"208",1996,"NORTH DAKOTA","Cities outside metropolitan areas",149788,1,"Estimated totals","violent_crime",123
"209",1996,"NORTH DAKOTA","Rural",223084,0.92,"Area actually reporting","violent_crime",66
"210",1996,"NORTH DAKOTA","Rural",223084,1,"Estimated totals","violent_crime",71
"211",1996,"NORTH DAKOTA","State Total",644000,99,"total","violent_crime",541
"212",1996,"NORTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",84
"213",1996,"OHIO","Metropolitan Statistical Area",9073282,0.781,"Area actually reporting","violent_crime",41061
"214",1996,"OHIO","Metropolitan Statistical Area",9073282,1,"Estimated totals","violent_crime",44796
"215",1996,"OHIO","Cities outside metropolitan areas",770164,0.6,"Area actually reporting","violent_crime",1174
"216",1996,"OHIO","Cities outside metropolitan areas",770164,1,"Estimated totals","violent_crime",1956
"217",1996,"OHIO","Rural",1329554,0.56,"Area actually reporting","violent_crime",641
"218",1996,"OHIO","Rural",1329554,1,"Estimated totals","violent_crime",1144
"219",1996,"OHIO","State Total",11173000,99,"total","violent_crime",47896
"220",1996,"OHIO","State Total",1e+05,99,"rate","violent_crime",428.7
"221",1996,"OKLAHOMA","Metropolitan Statistical Area",1986513,1,"Area actually reporting","violent_crime",14099
"222",1996,"OKLAHOMA","Cities outside metropolitan areas",679289,1,"Area actually reporting","violent_crime",4057
"223",1996,"OKLAHOMA","Rural",635198,1,"Area actually reporting","violent_crime",1554
"224",1996,"OKLAHOMA","State Total",3301000,99,"total","violent_crime",19710
"225",1996,"OKLAHOMA","State Total",1e+05,99,"rate","violent_crime",597.1
"226",1996,"OREGON","Metropolitan Statistical Area",2244016,0.978,"Area actually reporting","violent_crime",12602
"227",1996,"OREGON","Metropolitan Statistical Area",2244016,1,"Estimated totals","violent_crime",12733
"228",1996,"OREGON","Cities outside metropolitan areas",445469,0.989,"Area actually reporting","violent_crime",1122
"229",1996,"OREGON","Cities outside metropolitan areas",445469,1,"Estimated totals","violent_crime",1134
"230",1996,"OREGON","Rural",514515,0.876,"Area actually reporting","violent_crime",849
"231",1996,"OREGON","Rural",514515,1,"Estimated totals","violent_crime",970
"232",1996,"OREGON","State Total",3204000,99,"total","violent_crime",14837
"233",1996,"OREGON","State Total",1e+05,99,"rate","violent_crime",463.1
"234",1996,"PENNSYLVANIA","Metropolitan Statistical Area",10217690,0.956,"Area actually reporting","violent_crime",47428
"235",1996,"PENNSYLVANIA","Metropolitan Statistical Area",10217690,1,"Estimated totals","violent_crime",48488
"236",1996,"PENNSYLVANIA","Cities outside metropolitan areas",779321,0.825,"Area actually reporting","violent_crime",1782
"237",1996,"PENNSYLVANIA","Cities outside metropolitan areas",779321,1,"Estimated totals","violent_crime",2161
"238",1996,"PENNSYLVANIA","Rural",1058989,1,"Area actually reporting","violent_crime",1491
"239",1996,"PENNSYLVANIA","State Total",12056000,99,"total","violent_crime",52140
"240",1996,"PENNSYLVANIA","State Total",1e+05,99,"rate","violent_crime",432.5
"241",1996,"PUERTO RICO","Metropolitan Statistical Area",3264570,1,"Area actually reporting","violent_crime",17987
"242",1996,"PUERTO RICO","Cities outside metropolitan areas",623430,1,"Area actually reporting","violent_crime",2160
"243",1996,"PUERTO RICO","Total",3725000,99,"total","violent_crime",20147
"244",1996,"PUERTO RICO","Total",1e+05,99,"rate","violent_crime",540.859060402685
"245",1996,"RHODE ISLAND","Metropolitan Statistical Area",910980,1,"Area actually reporting","violent_crime",3101
"246",1996,"RHODE ISLAND","Cities outside metropolitan areas",79020,1,"Area actually reporting","violent_crime",316
"247",1996,"RHODE ISLAND","Rural",0,1,"Area actually reporting","violent_crime",20
"248",1996,"RHODE ISLAND","State Total",990000,99,"total","violent_crime",3437
"249",1996,"RHODE ISLAND","State Total",1e+05,99,"rate","violent_crime",347.2
"250",1996,"SOUTH CAROLINA","Metropolitan Statistical Area",2581562,0.999,"Area actually reporting","violent_crime",25712
"251",1996,"SOUTH CAROLINA","Metropolitan Statistical Area",2581562,1,"Estimated totals","violent_crime",25729
"252",1996,"SOUTH CAROLINA","Cities outside metropolitan areas",325914,0.989,"Area actually reporting","violent_crime",4800
"253",1996,"SOUTH CAROLINA","Cities outside metropolitan areas",325914,1,"Estimated totals","violent_crime",4855
"254",1996,"SOUTH CAROLINA","Rural",791524,1,"Area actually reporting","violent_crime",6291
"255",1996,"SOUTH CAROLINA","State Total",3699000,99,"total","violent_crime",36875
"256",1996,"SOUTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",996.9
"257",1996,"SOUTH DAKOTA","Metropolitan Statistical Area",245957,0.921,"Area actually reporting","violent_crime",822
"258",1996,"SOUTH DAKOTA","Metropolitan Statistical Area",245957,1,"Estimated totals","violent_crime",867
"259",1996,"SOUTH DAKOTA","Cities outside metropolitan areas",193718,0.719,"Area actually reporting","violent_crime",204
"260",1996,"SOUTH DAKOTA","Cities outside metropolitan areas",193718,1,"Estimated totals","violent_crime",283
"261",1996,"SOUTH DAKOTA","Rural",292325,0.53,"Area actually reporting","violent_crime",78
"262",1996,"SOUTH DAKOTA","Rural",292325,1,"Estimated totals","violent_crime",147
"263",1996,"SOUTH DAKOTA","State Total",732000,99,"total","violent_crime",1297
"264",1996,"SOUTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",177.2
"265",1996,"TENNESSEE","Metropolitan Statistical Area",3594699,0.777,"Area actually reporting","violent_crime",31853
"266",1996,"TENNESSEE","Metropolitan Statistical Area",3594699,1,"Estimated totals","violent_crime",34524
"267",1996,"TENNESSEE","Cities outside metropolitan areas",626192,0.73,"Area actually reporting","violent_crime",2985
"268",1996,"TENNESSEE","Cities outside metropolitan areas",626192,1,"Estimated totals","violent_crime",4091
"269",1996,"TENNESSEE","Rural",1099109,0.463,"Area actually reporting","violent_crime",1187
"270",1996,"TENNESSEE","Rural",1099109,1,"Estimated totals","violent_crime",2560
"271",1996,"TENNESSEE","State Total",5320000,99,"total","violent_crime",41175
"272",1996,"TENNESSEE","State Total",1e+05,99,"rate","violent_crime",774
"273",1996,"TEXAS","Metropolitan Statistical Area",16077676,0.999,"Area actually reporting","violent_crime",112125
"274",1996,"TEXAS","Metropolitan Statistical Area",16077676,1,"Estimated totals","violent_crime",112133
"275",1996,"TEXAS","Cities outside metropolitan areas",1419906,0.996,"Area actually reporting","violent_crime",7506
"276",1996,"TEXAS","Cities outside metropolitan areas",1419906,1,"Estimated totals","violent_crime",7528
"277",1996,"TEXAS","Rural",1630418,0.994,"Area actually reporting","violent_crime",3587
"278",1996,"TEXAS","Rural",1630418,1,"Estimated totals","violent_crime",3609
"279",1996,"TEXAS","State Total",19128000,99,"total","violent_crime",123270
"280",1996,"TEXAS","State Total",1e+05,99,"rate","violent_crime",644.4
"281",1996,"UTAH","Metropolitan Statistical Area",1540265,0.994,"Area actually reporting","violent_crime",5651
"282",1996,"UTAH","Metropolitan Statistical Area",1540265,1,"Estimated totals","violent_crime",5681
"283",1996,"UTAH","Cities outside metropolitan areas",245735,0.956,"Area actually reporting","violent_crime",569
"284",1996,"UTAH","Cities outside metropolitan areas",245735,1,"Estimated totals","violent_crime",594
"285",1996,"UTAH","Rural",214000,0.886,"Area actually reporting","violent_crime",322
"286",1996,"UTAH","Rural",214000,1,"Estimated totals","violent_crime",363
"287",1996,"UTAH","State Total",2e+06,99,"total","violent_crime",6638
"288",1996,"UTAH","State Total",1e+05,99,"rate","violent_crime",331.9
"289",1996,"VERMONT","Metropolitan Statistical Area",145357,0.761,"Area actually reporting","violent_crime",162
"290",1996,"VERMONT","Metropolitan Statistical Area",145357,1,"Estimated totals","violent_crime",188
"291",1996,"VERMONT","Cities outside metropolitan areas",203176,0.228,"Area actually reporting","violent_crime",95
"292",1996,"VERMONT","Cities outside metropolitan areas",203176,1,"Estimated totals","violent_crime",418
"293",1996,"VERMONT","Rural",240467,0.948,"Area actually reporting","violent_crime",103
"294",1996,"VERMONT","Rural",240467,1,"Estimated totals","violent_crime",108
"295",1996,"VERMONT","State Total",589000,99,"total","violent_crime",714
"296",1996,"VERMONT","State Total",1e+05,99,"rate","violent_crime",121.2
"297",1996,"VIRGINIA","Metropolitan Statistical Area",5187620,1,"Area actually reporting","violent_crime",19691
"298",1996,"VIRGINIA","Cities outside metropolitan areas",425588,0.999,"Area actually reporting","violent_crime",1406
"299",1996,"VIRGINIA","Cities outside metropolitan areas",425588,1,"Estimated totals","violent_crime",1407
"300",1996,"VIRGINIA","Rural",1061792,1,"Area actually reporting","violent_crime",1684
"301",1996,"VIRGINIA","State Total",6675000,99,"total","violent_crime",22782
"302",1996,"VIRGINIA","State Total",1e+05,99,"rate","violent_crime",341.3
"303",1996,"WASHINGTON","Metropolitan Statistical Area",4587715,0.999,"Area actually reporting","violent_crime",20893
"304",1996,"WASHINGTON","Metropolitan Statistical Area",4587715,1,"Estimated totals","violent_crime",20915
"305",1996,"WASHINGTON","Cities outside metropolitan areas",435133,0.904,"Area actually reporting","violent_crime",1661
"306",1996,"WASHINGTON","Cities outside metropolitan areas",435133,1,"Estimated totals","violent_crime",1839
"307",1996,"WASHINGTON","Rural",510152,0.949,"Area actually reporting","violent_crime",1047
