"","year","state","area","population","actual_rate","report_type","crime_type","number"
"29",1998,"CALIFORNIA","Metropolitan Statistical Area",31547182,1,"Estimated totals","violent_crime",224423
"30",1998,"CALIFORNIA","Cities outside metropolitan areas",471176,0.994,"Area actually reporting","violent_crime",2765
"31",1998,"CALIFORNIA","Cities outside metropolitan areas",471176,1,"Estimated totals","violent_crime",2781
"32",1998,"CALIFORNIA","Rural",648642,1,"Area actually reporting","violent_crime",2679
"33",1998,"CALIFORNIA","State Total",32667000,99,"total","violent_crime",229883
"34",1998,"CALIFORNIA","State Total",1e+05,99,"rate","violent_crime",703.7
"35",1998,"COLORADO","Metropolitan Statistical Area",3323930,0.988,"Area actually reporting","violent_crime",13444
"36",1998,"COLORADO","Metropolitan Statistical Area",3323930,1,"Estimated totals","violent_crime",13598
"37",1998,"COLORADO","Cities outside metropolitan areas",287226,0.941,"Area actually reporting","violent_crime",854
"38",1998,"COLORADO","Cities outside metropolitan areas",287226,1,"Estimated totals","violent_crime",908
"39",1998,"COLORADO","Rural",359844,0.909,"Area actually reporting","violent_crime",456
"40",1998,"COLORADO","Rural",359844,1,"Estimated totals","violent_crime",502
"41",1998,"COLORADO","State Total",3971000,99,"total","violent_crime",15008
"42",1998,"COLORADO","State Total",1e+05,99,"rate","violent_crime",377.9
"43",1998,"CONNECTICUT","Metropolitan Statistical Area",3018322,1,"Area actually reporting","violent_crime",11401
"44",1998,"CONNECTICUT","Cities outside metropolitan areas",70763,1,"Area actually reporting","violent_crime",180
"45",1998,"CONNECTICUT","Rural",184915,1,"Area actually reporting","violent_crime",412
"46",1998,"CONNECTICUT","State Total",3274000,99,"total","violent_crime",11993
"47",1998,"CONNECTICUT","State Total",1e+05,99,"rate","violent_crime",366.3
"48",1998,"DELAWARE","Metropolitan Statistical Area",611782,0.999,"Area actually reporting","violent_crime",NA
"49",1998,"DELAWARE","Metropolitan Statistical Area",611782,1,"Estimated totals","violent_crime",NA
"50",1998,"DELAWARE","Cities outside metropolitan areas",31107,1,"Area actually reporting","violent_crime",NA
"51",1998,"DELAWARE","Rural",101111,1,"Area actually reporting","violent_crime",NA
"52",1998,"DELAWARE","State Total",744000,99,"total","violent_crime",5672
"53",1998,"DELAWARE","State Total",1e+05,99,"rate","violent_crime",762.4
"54",1998,"DISTRICT OF COLUMBIA","Metropolitan Statistical Area",523000,1,"Area actually reporting","violent_crime",8988
"55",1998,"DISTRICT OF COLUMBIA","State Total",523000,99,"total","violent_crime",8988
"56",1998,"DISTRICT OF COLUMBIA","State Total",1e+05,99,"rate","violent_crime",1718.5
"57",1998,"FLORIDA","Metropolitan Statistical Area",13839284,0.999,"Area actually reporting","violent_crime",132519
"58",1998,"FLORIDA","Metropolitan Statistical Area",13839284,1,"Estimated totals","violent_crime",132654
"59",1998,"FLORIDA","Cities outside metropolitan areas",228745,0.964,"Area actually reporting","violent_crime",2499
"60",1998,"FLORIDA","Cities outside metropolitan areas",228745,1,"Estimated totals","violent_crime",2591
"61",1998,"FLORIDA","Rural",847971,1,"Area actually reporting","violent_crime",4771
"62",1998,"FLORIDA","State Total",14916000,99,"total","violent_crime",140016
"63",1998,"FLORIDA","State Total",1e+05,99,"rate","violent_crime",938.7
"64",1998,"GEORGIA","Metropolitan Statistical Area",5243778,0.988,"Area actually reporting","violent_crime",32418
"65",1998,"GEORGIA","Metropolitan Statistical Area",5243778,1,"Estimated totals","violent_crime",32726
"66",1998,"GEORGIA","Cities outside metropolitan areas",866677,0.935,"Area actually reporting","violent_crime",6019
"67",1998,"GEORGIA","Cities outside metropolitan areas",866677,1,"Estimated totals","violent_crime",6440
"68",1998,"GEORGIA","Rural",1531545,0.935,"Area actually reporting","violent_crime",4297
"69",1998,"GEORGIA","Rural",1531545,1,"Estimated totals","violent_crime",4596
"70",1998,"GEORGIA","State Total",7642000,99,"total","violent_crime",43762
"71",1998,"GEORGIA","State Total",1e+05,99,"rate","violent_crime",572.7
"72",1998,"HAWAII","Metropolitan Statistical Area",874736,1,"Area actually reporting","violent_crime",2342
"73",1998,"HAWAII","Rural",318264,1,"Area actually reporting","violent_crime",604
"74",1998,"HAWAII","State Total",1193000,99,"total","violent_crime",2946
"75",1998,"HAWAII","State Total",1e+05,99,"rate","violent_crime",246.9
"76",1998,"IDAHO","Metropolitan Statistical Area",464643,1,"Area actually reporting","violent_crime",1432
"77",1998,"IDAHO","Cities outside metropolitan areas",350575,0.991,"Area actually reporting","violent_crime",1298
"78",1998,"IDAHO","Cities outside metropolitan areas",350575,1,"Estimated totals","violent_crime",1310
"79",1998,"IDAHO","Rural",413782,0.988,"Area actually reporting","violent_crime",718
"80",1998,"IDAHO","Rural",413782,1,"Estimated totals","violent_crime",726
"81",1998,"IDAHO","State Total",1229000,99,"total","violent_crime",3468
"82",1998,"IDAHO","State Total",1e+05,99,"rate","violent_crime",282.2
"83",1998,"ILLINOIS","State Total",12045000,99,"total","violent_crime",97291
"84",1998,"ILLINOIS","State Total",1e+05,99,"rate","violent_crime",807.7
"85",1998,"INDIANA","Metropolitan Statistical Area",4230766,0.838,"Area actually reporting","violent_crime",19436
"86",1998,"INDIANA","Metropolitan Statistical Area",4230766,1,"Estimated totals","violent_crime",21059
"87",1998,"INDIANA","Cities outside metropolitan areas",568289,0.621,"Area actually reporting","violent_crime",1010
"88",1998,"INDIANA","Cities outside metropolitan areas",568289,1,"Estimated totals","violent_crime",1627
"89",1998,"INDIANA","Rural",1099945,0.399,"Area actually reporting","violent_crime",1091
"90",1998,"INDIANA","Rural",1099945,1,"Estimated totals","violent_crime",2737
"91",1998,"INDIANA","State Total",5899000,99,"total","violent_crime",25423
"92",1998,"INDIANA","State Total",1e+05,99,"rate","violent_crime",431
"93",1998,"IOWA","Metropolitan Statistical Area",1272315,0.971,"Area actually reporting","violent_crime",6173
"94",1998,"IOWA","Metropolitan Statistical Area",1272315,1,"Estimated totals","violent_crime",6252
"95",1998,"IOWA","Cities outside metropolitan areas",700932,0.875,"Area actually reporting","violent_crime",1820
"96",1998,"IOWA","Cities outside metropolitan areas",700932,1,"Estimated totals","violent_crime",2080
"97",1998,"IOWA","Rural",888753,0.891,"Area actually reporting","violent_crime",520
"98",1998,"IOWA","Rural",888753,1,"Estimated totals","violent_crime",584
"99",1998,"IOWA","State Total",2862000,99,"total","violent_crime",8916
"100",1998,"IOWA","State Total",1e+05,99,"rate","violent_crime",311.5
"101",1998,"KANSAS","State Total",2629000,99,"total","violent_crime",10438
"102",1998,"KANSAS","State Total",1e+05,99,"rate","violent_crime",397
"103",1998,"KENTUCKY","State Total",3936000,99,"total","violent_crime",11180
"104",1998,"KENTUCKY","State Total",1e+05,99,"rate","violent_crime",284
"105",1998,"LOUISIANA","Metropolitan Statistical Area",3285352,0.985,"Area actually reporting","violent_crime",26708
"106",1998,"LOUISIANA","Metropolitan Statistical Area",3285352,1,"Estimated totals","violent_crime",27043
"107",1998,"LOUISIANA","Cities outside metropolitan areas",395268,0.788,"Area actually reporting","violent_crime",3005
"108",1998,"LOUISIANA","Cities outside metropolitan areas",395268,1,"Estimated totals","violent_crime",3812
"109",1998,"LOUISIANA","Rural",688380,0.908,"Area actually reporting","violent_crime",2905
"110",1998,"LOUISIANA","Rural",688380,1,"Estimated totals","violent_crime",3202
"111",1998,"LOUISIANA","State Total",4369000,99,"total","violent_crime",34057
"112",1998,"LOUISIANA","State Total",1e+05,99,"rate","violent_crime",779.5
"113",1998,"MAINE","Metropolitan Statistical Area",458465,1,"Area actually reporting","violent_crime",732
"114",1998,"MAINE","Cities outside metropolitan areas",430288,0.996,"Area actually reporting","violent_crime",648
"115",1998,"MAINE","Cities outside metropolitan areas",430288,1,"Estimated totals","violent_crime",651
"116",1998,"MAINE","Rural",355247,1,"Area actually reporting","violent_crime",183
"117",1998,"MAINE","State Total",1244000,99,"total","violent_crime",1565
"118",1998,"MAINE","State Total",1e+05,99,"rate","violent_crime",125.8
"119",1998,"MARYLAND","Metropolitan Statistical Area",4759357,0.998,"Area actually reporting","violent_crime",38891
"120",1998,"MARYLAND","Metropolitan Statistical Area",4759357,1,"Estimated totals","violent_crime",38981
"121",1998,"MARYLAND","Cities outside metropolitan areas",91927,1,"Area actually reporting","violent_crime",1031
"122",1998,"MARYLAND","Rural",283716,0.939,"Area actually reporting","violent_crime",837
"123",1998,"MARYLAND","Rural",283716,1,"Estimated totals","violent_crime",891
"124",1998,"MARYLAND","State Total",5135000,99,"total","violent_crime",40903
"125",1998,"MARYLAND","State Total",1e+05,99,"rate","violent_crime",796.6
"126",1998,"MASSACHUSETTS","Metropolitan Statistical Area",5848070,0.947,"Area actually reporting","violent_crime",34749
"127",1998,"MASSACHUSETTS","Metropolitan Statistical Area",5848070,1,"Estimated totals","violent_crime",35779
"128",1998,"MASSACHUSETTS","Cities outside metropolitan areas",288459,0.915,"Area actually reporting","violent_crime",2187
"129",1998,"MASSACHUSETTS","Cities outside metropolitan areas",288459,1,"Estimated totals","violent_crime",2390
"130",1998,"MASSACHUSETTS","Rural",10471,1,"Area actually reporting","violent_crime",23
"131",1998,"MASSACHUSETTS","State Total",6147000,99,"total","violent_crime",38192
"132",1998,"MASSACHUSETTS","State Total",1e+05,99,"rate","violent_crime",621.3
"133",1998,"MICHIGAN","Metropolitan Statistical Area",8112681,0.958,"Area actually reporting","violent_crime",56673
"134",1998,"MICHIGAN","Metropolitan Statistical Area",8112681,1,"Estimated totals","violent_crime",57813
"135",1998,"MICHIGAN","Cities outside metropolitan areas",598772,0.851,"Area actually reporting","violent_crime",1087
"136",1998,"MICHIGAN","Cities outside metropolitan areas",598772,1,"Estimated totals","violent_crime",1277
"137",1998,"MICHIGAN","Rural",1105547,0.964,"Area actually reporting","violent_crime",1790
"138",1998,"MICHIGAN","Rural",1105547,1,"Estimated totals","violent_crime",1857
"139",1998,"MICHIGAN","State Total",9817000,99,"total","violent_crime",60947
"140",1998,"MICHIGAN","State Total",1e+05,99,"rate","violent_crime",620.8
"141",1998,"MINNESOTA","Metropolitan Statistical Area",3303347,0.999,"Area actually reporting","violent_crime",12573
"142",1998,"MINNESOTA","Metropolitan Statistical Area",3303347,1,"Estimated totals","violent_crime",12576
"143",1998,"MINNESOTA","Cities outside metropolitan areas",530219,0.998,"Area actually reporting","violent_crime",1032
"144",1998,"MINNESOTA","Cities outside metropolitan areas",530219,1,"Estimated totals","violent_crime",1033
"145",1998,"MINNESOTA","Rural",891434,1,"Area actually reporting","violent_crime",1047
"146",1998,"MINNESOTA","State Total",4725000,99,"total","violent_crime",14656
"147",1998,"MINNESOTA","State Total",1e+05,99,"rate","violent_crime",310.2
"148",1998,"MISSISSIPPI","Metropolitan Statistical Area",978373,0.724,"Area actually reporting","violent_crime",3941
"149",1998,"MISSISSIPPI","Metropolitan Statistical Area",978373,1,"Estimated totals","violent_crime",4508
"150",1998,"MISSISSIPPI","Cities outside metropolitan areas",640778,0.689,"Area actually reporting","violent_crime",2659
"151",1998,"MISSISSIPPI","Cities outside metropolitan areas",640778,1,"Estimated totals","violent_crime",3857
"152",1998,"MISSISSIPPI","Rural",1132849,0.327,"Area actually reporting","violent_crime",960
"153",1998,"MISSISSIPPI","Rural",1132849,1,"Estimated totals","violent_crime",2937
"154",1998,"MISSISSIPPI","State Total",2752000,99,"total","violent_crime",11302
"155",1998,"MISSISSIPPI","State Total",1e+05,99,"rate","violent_crime",410.7
"156",1998,"MISSOURI","Metropolitan Statistical Area",3695555,0.97,"Area actually reporting","violent_crime",25381
"157",1998,"MISSOURI","Metropolitan Statistical Area",3695555,1,"Estimated totals","violent_crime",25643
"158",1998,"MISSOURI","Cities outside metropolitan areas",501050,0.87,"Area actually reporting","violent_crime",1887
"159",1998,"MISSOURI","Cities outside metropolitan areas",501050,1,"Estimated totals","violent_crime",2168
"160",1998,"MISSOURI","Rural",1242395,0.536,"Area actually reporting","violent_crime",1292
"161",1998,"MISSOURI","Rural",1242395,1,"Estimated totals","violent_crime",2411
"162",1998,"MISSOURI","State Total",5439000,99,"total","violent_crime",30222
"163",1998,"MISSOURI","State Total",1e+05,99,"rate","violent_crime",555.7
"164",1998,"MONTANA","State Total",880000,99,"total","violent_crime",1221
"165",1998,"MONTANA","State Total",1e+05,99,"rate","violent_crime",138.8
"166",1998,"NEBRASKA","Metropolitan Statistical Area",857322,1,"Area actually reporting","violent_crime",6287
"167",1998,"NEBRASKA","Cities outside metropolitan areas",396080,0.93,"Area actually reporting","violent_crime",841
"168",1998,"NEBRASKA","Cities outside metropolitan areas",396080,1,"Estimated totals","violent_crime",905
"169",1998,"NEBRASKA","Rural",409598,0.984,"Area actually reporting","violent_crime",310
"170",1998,"NEBRASKA","Rural",409598,1,"Estimated totals","violent_crime",315
"171",1998,"NEBRASKA","State Total",1663000,99,"total","violent_crime",7507
"172",1998,"NEBRASKA","State Total",1e+05,99,"rate","violent_crime",451.4
"173",1998,"NEVADA","Metropolitan Statistical Area",1499271,1,"Area actually reporting","violent_crime",10496
"174",1998,"NEVADA","Cities outside metropolitan areas",52076,1,"Area actually reporting","violent_crime",169
"175",1998,"NEVADA","Rural",195653,1,"Area actually reporting","violent_crime",579
"176",1998,"NEVADA","State Total",1747000,99,"total","violent_crime",11244
"177",1998,"NEVADA","State Total",1e+05,99,"rate","violent_crime",643.6
"178",1998,"NEW HAMPSHIRE","State Total",1185000,99,"total","violent_crime",1270
"179",1998,"NEW HAMPSHIRE","State Total",1e+05,99,"rate","violent_crime",107.2
"180",1998,"NEW JERSEY","Metropolitan Statistical Area",8115000,1,"Area actually reporting","violent_crime",35717
"181",1998,"NEW JERSEY","State Total",8115000,99,"total","violent_crime",35717
"182",1998,"NEW JERSEY","State Total",1e+05,99,"rate","violent_crime",440.1
"183",1998,"NEW MEXICO","Metropolitan Statistical Area",991247,0.906,"Area actually reporting","violent_crime",8757
"184",1998,"NEW MEXICO","Metropolitan Statistical Area",991247,1,"Estimated totals","violent_crime",9380
"185",1998,"NEW MEXICO","Cities outside metropolitan areas",436239,0.779,"Area actually reporting","violent_crime",4165
"186",1998,"NEW MEXICO","Cities outside metropolitan areas",436239,1,"Estimated totals","violent_crime",5345
"187",1998,"NEW MEXICO","Rural",309514,0.675,"Area actually reporting","violent_crime",1334
"188",1998,"NEW MEXICO","Rural",309514,1,"Estimated totals","violent_crime",1975
"189",1998,"NEW MEXICO","State Total",1737000,99,"total","violent_crime",16700
"190",1998,"NEW MEXICO","State Total",1e+05,99,"rate","violent_crime",961.4
"191",1998,"NEW YORK","Metropolitan Statistical Area",16677583,0.988,"Area actually reporting","violent_crime",111221
"192",1998,"NEW YORK","Metropolitan Statistical Area",16677583,1,"Estimated totals","violent_crime",112008
"193",1998,"NEW YORK","Cities outside metropolitan areas",619428,0.98,"Area actually reporting","violent_crime",1923
"194",1998,"NEW YORK","Cities outside metropolitan areas",619428,1,"Estimated totals","violent_crime",1960
"195",1998,"NEW YORK","Rural",877989,0.962,"Area actually reporting","violent_crime",1872
"196",1998,"NEW YORK","Rural",877989,1,"Estimated totals","violent_crime",1947
"197",1998,"NEW YORK","State Total",18175000,99,"total","violent_crime",115915
"198",1998,"NEW YORK","State Total",1e+05,99,"rate","violent_crime",637.8
"199",1998,"NORTH CAROLINA","Metropolitan Statistical Area",5048186,0.991,"Area actually reporting","violent_crime",32564
"200",1998,"NORTH CAROLINA","Metropolitan Statistical Area",5048186,1,"Estimated totals","violent_crime",32779
"201",1998,"NORTH CAROLINA","Cities outside metropolitan areas",738299,0.97,"Area actually reporting","violent_crime",6045
"202",1998,"NORTH CAROLINA","Cities outside metropolitan areas",738299,1,"Estimated totals","violent_crime",6235
"203",1998,"NORTH CAROLINA","Rural",1759515,0.993,"Area actually reporting","violent_crime",4675
"204",1998,"NORTH CAROLINA","Rural",1759515,1,"Estimated totals","violent_crime",4709
"205",1998,"NORTH CAROLINA","State Total",7546000,99,"total","violent_crime",43723
"206",1998,"NORTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",579.4
"207",1998,"NORTH DAKOTA","Metropolitan Statistical Area",274058,0.998,"Area actually reporting","violent_crime",373
"208",1998,"NORTH DAKOTA","Metropolitan Statistical Area",274058,1,"Estimated totals","violent_crime",375
"209",1998,"NORTH DAKOTA","Cities outside metropolitan areas",148234,0.812,"Area actually reporting","violent_crime",112
"210",1998,"NORTH DAKOTA","Cities outside metropolitan areas",148234,1,"Estimated totals","violent_crime",138
"211",1998,"NORTH DAKOTA","Rural",215708,0.892,"Area actually reporting","violent_crime",51
"212",1998,"NORTH DAKOTA","Rural",215708,1,"Estimated totals","violent_crime",57
"213",1998,"NORTH DAKOTA","State Total",638000,99,"total","violent_crime",570
"214",1998,"NORTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",89.3
"215",1998,"OHIO","Metropolitan Statistical Area",9076357,0.777,"Area actually reporting","violent_crime",34192
"216",1998,"OHIO","Metropolitan Statistical Area",9076357,1,"Estimated totals","violent_crime",37582
"217",1998,"OHIO","Cities outside metropolitan areas",762609,0.653,"Area actually reporting","violent_crime",1316
"218",1998,"OHIO","Cities outside metropolitan areas",762609,1,"Estimated totals","violent_crime",2015
"219",1998,"OHIO","Rural",1370034,0.65,"Area actually reporting","violent_crime",670
"220",1998,"OHIO","Rural",1370034,1,"Estimated totals","violent_crime",1031
"221",1998,"OHIO","State Total",11209000,99,"total","violent_crime",40628
"222",1998,"OHIO","State Total",1e+05,99,"rate","violent_crime",362.5
"223",1998,"OKLAHOMA","Metropolitan Statistical Area",2020630,0.999,"Area actually reporting","violent_crime",12944
"224",1998,"OKLAHOMA","Metropolitan Statistical Area",2020630,1,"Estimated totals","violent_crime",12950
"225",1998,"OKLAHOMA","Cities outside metropolitan areas",681923,0.997,"Area actually reporting","violent_crime",3493
"226",1998,"OKLAHOMA","Cities outside metropolitan areas",681923,1,"Estimated totals","violent_crime",3502
"227",1998,"OKLAHOMA","Rural",644447,1,"Area actually reporting","violent_crime",1601
"228",1998,"OKLAHOMA","State Total",3347000,99,"total","violent_crime",18053
"229",1998,"OKLAHOMA","State Total",1e+05,99,"rate","violent_crime",539.4
"230",1998,"OREGON","Metropolitan Statistical Area",2305501,0.999,"Area actually reporting","violent_crime",11476
"231",1998,"OREGON","Metropolitan Statistical Area",2305501,1,"Estimated totals","violent_crime",11480
"232",1998,"OREGON","Cities outside metropolitan areas",454976,0.988,"Area actually reporting","violent_crime",1193
"233",1998,"OREGON","Cities outside metropolitan areas",454976,1,"Estimated totals","violent_crime",1208
"234",1998,"OREGON","Rural",521523,1,"Area actually reporting","violent_crime",1090
"235",1998,"OREGON","State Total",3282000,99,"total","violent_crime",13778
"236",1998,"OREGON","State Total",1e+05,99,"rate","violent_crime",419.8
"237",1998,"PENNSYLVANIA","Metropolitan Statistical Area",10148627,0.963,"Area actually reporting","violent_crime",45261
"238",1998,"PENNSYLVANIA","Metropolitan Statistical Area",10148627,1,"Estimated totals","violent_crime",46126
"239",1998,"PENNSYLVANIA","Cities outside metropolitan areas",766375,0.812,"Area actually reporting","violent_crime",1994
"240",1998,"PENNSYLVANIA","Cities outside metropolitan areas",766375,1,"Estimated totals","violent_crime",2455
"241",1998,"PENNSYLVANIA","Rural",1085998,1,"Area actually reporting","violent_crime",1889
"242",1998,"PENNSYLVANIA","State Total",12001000,99,"total","violent_crime",50470
"243",1998,"PENNSYLVANIA","State Total",1e+05,99,"rate","violent_crime",420.5
"244",1998,"PUERTO RICO","Metropolitan Statistical Area",3264570,1,"Area actually reporting","violent_crime",14742
"245",1998,"PUERTO RICO","Cities outside metropolitan areas",623430,1,"Area actually reporting","violent_crime",1697
"246",1998,"PUERTO RICO","Total",3781000,99,"total","violent_crime",16439
"247",1998,"PUERTO RICO","Total",1e+05,99,"rate","violent_crime",434.779158952658
"248",1998,"RHODE ISLAND","Metropolitan Statistical Area",910325,1,"Area actually reporting","violent_crime",2774
"249",1998,"RHODE ISLAND","Cities outside metropolitan areas",77675,1,"Area actually reporting","violent_crime",297
"250",1998,"RHODE ISLAND","Rural",0,1,"Area actually reporting","violent_crime",13
"251",1998,"RHODE ISLAND","State Total",988000,99,"total","violent_crime",3084
"252",1998,"RHODE ISLAND","State Total",1e+05,99,"rate","violent_crime",312.1
"253",1998,"SOUTH CAROLINA","Metropolitan Statistical Area",2677311,0.998,"Area actually reporting","violent_crime",22790
"254",1998,"SOUTH CAROLINA","Metropolitan Statistical Area",2677311,1,"Estimated totals","violent_crime",22822
"255",1998,"SOUTH CAROLINA","Cities outside metropolitan areas",312383,0.988,"Area actually reporting","violent_crime",4801
"256",1998,"SOUTH CAROLINA","Cities outside metropolitan areas",312383,1,"Estimated totals","violent_crime",4859
"257",1998,"SOUTH CAROLINA","Rural",846306,1,"Area actually reporting","violent_crime",6966
"258",1998,"SOUTH CAROLINA","State Total",3836000,99,"total","violent_crime",34647
"259",1998,"SOUTH CAROLINA","State Total",1e+05,99,"rate","violent_crime",903.2
"260",1998,"SOUTH DAKOTA","Metropolitan Statistical Area",251738,0.927,"Area actually reporting","violent_crime",678
"261",1998,"SOUTH DAKOTA","Metropolitan Statistical Area",251738,1,"Estimated totals","violent_crime",708
"262",1998,"SOUTH DAKOTA","Cities outside metropolitan areas",195881,0.659,"Area actually reporting","violent_crime",181
"263",1998,"SOUTH DAKOTA","Cities outside metropolitan areas",195881,1,"Estimated totals","violent_crime",275
"264",1998,"SOUTH DAKOTA","Rural",290381,0.506,"Area actually reporting","violent_crime",79
"265",1998,"SOUTH DAKOTA","Rural",290381,1,"Estimated totals","violent_crime",156
"266",1998,"SOUTH DAKOTA","State Total",738000,99,"total","violent_crime",1139
"267",1998,"SOUTH DAKOTA","State Total",1e+05,99,"rate","violent_crime",154.3
"268",1998,"TENNESSEE","Metropolitan Statistical Area",3662669,0.887,"Area actually reporting","violent_crime",30443
"269",1998,"TENNESSEE","Metropolitan Statistical Area",3662669,1,"Estimated totals","violent_crime",32031
"270",1998,"TENNESSEE","Cities outside metropolitan areas",640363,0.897,"Area actually reporting","violent_crime",3603
"271",1998,"TENNESSEE","Cities outside metropolitan areas",640363,1,"Estimated totals","violent_crime",4018
"272",1998,"TENNESSEE","Rural",1127968,0.67,"Area actually reporting","violent_crime",1864
"273",1998,"TENNESSEE","Rural",1127968,1,"Estimated totals","violent_crime",2783
"274",1998,"TENNESSEE","State Total",5431000,99,"total","violent_crime",38832
"275",1998,"TENNESSEE","State Total",1e+05,99,"rate","violent_crime",715
"276",1998,"TEXAS","Metropolitan Statistical Area",16647585,0.999,"Area actually reporting","violent_crime",101275
"277",1998,"TEXAS","Metropolitan Statistical Area",16647585,1,"Estimated totals","violent_crime",101315
"278",1998,"TEXAS","Cities outside metropolitan areas",1439533,0.995,"Area actually reporting","violent_crime",6453
"279",1998,"TEXAS","Cities outside metropolitan areas",1439533,1,"Estimated totals","violent_crime",6473
"280",1998,"TEXAS","Rural",1672882,0.992,"Area actually reporting","violent_crime",3747
"281",1998,"TEXAS","Rural",1672882,1,"Estimated totals","violent_crime",3778
"282",1998,"TEXAS","State Total",19760000,99,"total","violent_crime",111566
"283",1998,"TEXAS","State Total",1e+05,99,"rate","violent_crime",564.6
"284",1998,"UTAH","Metropolitan Statistical Area",1612864,0.988,"Area actually reporting","violent_crime",5708
"285",1998,"UTAH","Metropolitan Statistical Area",1612864,1,"Estimated totals","violent_crime",5768
"286",1998,"UTAH","Cities outside metropolitan areas",248967,0.782,"Area actually reporting","violent_crime",402
"287",1998,"UTAH","Cities outside metropolitan areas",248967,1,"Estimated totals","violent_crime",514
"288",1998,"UTAH","Rural",238169,0.818,"Area actually reporting","violent_crime",259
"289",1998,"UTAH","Rural",238169,1,"Estimated totals","violent_crime",317
"290",1998,"UTAH","State Total",2100000,99,"total","violent_crime",6599
"291",1998,"UTAH","State Total",1e+05,99,"rate","violent_crime",314.2
"292",1998,"VERMONT","Metropolitan Statistical Area",148107,1,"Area actually reporting","violent_crime",212
"293",1998,"VERMONT","Cities outside metropolitan areas",204088,0.968,"Area actually reporting","violent_crime",240
"294",1998,"VERMONT","Cities outside metropolitan areas",204088,1,"Estimated totals","violent_crime",249
"295",1998,"VERMONT","Rural",238805,0.895,"Area actually reporting","violent_crime",149
"296",1998,"VERMONT","Rural",238805,1,"Estimated totals","violent_crime",167
"297",1998,"VERMONT","State Total",591000,99,"total","violent_crime",628
"298",1998,"VERMONT","State Total",1e+05,99,"rate","violent_crime",106.3
"299",1998,"VIRGINIA","Metropolitan Statistical Area",5295037,0.979,"Area actually reporting","violent_crime",18063
"300",1998,"VIRGINIA","Metropolitan Statistical Area",5295037,1,"Estimated totals","violent_crime",18253
"301",1998,"VIRGINIA","Cities outside metropolitan areas",412144,0.985,"Area actually reporting","violent_crime",1461
"302",1998,"VIRGINIA","Cities outside metropolitan areas",412144,1,"Estimated totals","violent_crime",1482
"303",1998,"VIRGINIA","Rural",1083819,1,"Area actually reporting","violent_crime",2380
"304",1998,"VIRGINIA","State Total",6791000,99,"total","violent_crime",22115
"305",1998,"VIRGINIA","State Total",1e+05,99,"rate","violent_crime",325.7
"306",1998,"WASHINGTON","Metropolitan Statistical Area",4711571,0.92,"Area actually reporting","violent_crime",20515
